id,external_gene_name,Regulation_Grouping_2,Integrated padj (old-young),Integrated pval (old-young),Integrated diff (old-young),mannwhitneyu stat (old-young),Integrated mean (young),Integrated mean (old),Protein-LogFC mean (old-young),RNA-LogFC mean (old-young),CpG-LogFC mean (old-young),hgnc_symbol,entrezgene_id,Locus,logFC_rna,padj_rna,CpG_Beta_diff,padj_meth,logFC_protein,padj_protein
ENSG00000262418,0,TMDE,0.15065044290558394,0.007219669787807538,-0.3184015452861786,103.0,-0.12813294,-0.44653448,-0.4296219841269859,0.0,-0.0029944952656115052,0,5788.0,cg06514727,0.0,1.0,-0.0929623259459373,1.26835587851716e-35,1.1765135382955803,2.777380206420649e-59
ENSG00000274233,0,TMDE,0.4112686087227192,0.3166636891443301,-0.06327182054519652,200.0,-0.66125554,-0.72452736,-0.06309901276346608,0.0,-0.05144769154937556,0,6352.0,cg08656816,0.0,1.0,-0.3818270524924105,7.799622654897988e-77,0.76522279025374,1.51565198139884e-25
ENSG00000276725,0,TMDE,0.4840509620804297,0.471679052506489,-0.019521772861480716,220.0,-0.1930664,-0.21258818,-0.021664166766685592,0.0,-0.015105708778806903,0,9859.0,cg18184219,0.0,1.0,-0.1107017131621108,1.4964923455841595e-42,0.803411115081194,3.459776210666779e-80
ENSG00000278154,0,TMDE,0.25279785752593464,0.06021801009861229,-0.2016238272190094,147.0,-0.21996337,-0.42158720000000005,-0.23566344709300746,0.0,-0.02641648845607475,0,3903.0,cg22545168,0.0,1.0,-0.2491194460538249,1.1397324231296298e-63,1.10433270263846,6.161028983709219e-65
ENSG00000278183,0,TMDE,0.3333073191522757,0.1778348955221407,-0.13609296083450315,178.0,-0.30532864,-0.44142159999999997,-0.08802118253996638,0.0,-0.0619185911833416,0,4363.0,cg04730825,0.0,1.0,0.0743140072579611,8.973348923463249e-20,0.6468855506122989,8.156382643604989e-53
ENSG00000001630,CYP51A1,TMDS,0.4342017225536791,0.4077062251624832,0.2128576636314392,212.0,-0.20862243,0.00423524,-0.08267070279219257,0.1845083978134598,0.018447260173013638,CYP51A1,1595.0,cg22030102,-0.45810458410473204,5.69494863552942e-12,-0.0414727573608739,4.305687690891231e-14,-0.5839896474758339,3.87426473696586e-38
ENSG00000002726,AOC1,TMDS,0.4011684620231269,0.3612014919585563,-0.0449163019657135,206.0,-0.049481824,-0.094398126,0.4792306608787634,-0.5780145303786082,0.05564660984663283,AOC1,26.0,cg04514683,-0.50459697559324,0.0368657428464866,-0.1589696030156168,1.0760254077044099e-42,-0.764608323860551,1.7317879788665099e-15
ENSG00000004142,POLDIP2,TMDS,0.08800450089666924,0.02169973994712392,0.7738341093063354,124.0,-1.6040361,-0.830202,0.22129436507936728,0.32287316873276306,0.013654373871372943,POLDIP2,26073.0,cg23498221,-0.900393845622379,1.2867984965916196e-86,-0.0194923500256181,2.9476367468287702e-05,-0.735701725997846,4.518254304177618e-56
ENSG00000004455,AK2,TMDS,0.15411559173204564,0.0761941343930537,0.4819765686988831,153.0,-0.21304472,0.26893184,0.4045810467976961,0.13280753189882416,0.0798630536108299,AK2,204.0,cg01481000,-0.154514151095855,0.0033707505896734,-0.1602822771289861,4.65623122852786e-33,-0.76701459958975,1.0012216555987699e-44
ENSG00000004779,NDUFAB1,TMDS,0.03504446829788648,0.0009164804909783512,0.7569593787193298,70.0,-0.18516646,0.5717929,0.4820331283068772,0.3800278075308071,0.002620498898711063,NDUFAB1,4706.0,cg01258392,0.0009131206398948,0.9879749767029059,-0.0818563635449127,2.0301741401924296e-71,-0.8786081301690041,1.4003818815721899e-55
ENSG00000004846,ABCB5,TMDS,0.3383261626882939,0.2814469198951187,0.18191039562225345,195.0,1.120722,1.3026325,0.08373144883283512,0.2440094182033665,-0.018989532831412137,ABCB5,340273.0,cg03059575,2.2910735537258704,1.9270067241577e-14,-0.1812165962236488,2.8665567448378697e-35,-0.6883202156421929,1.0173104824959498e-28
ENSG00000004864,SLC25A13,TMDS,0.04499037338569769,0.002465225938942339,0.9508397579193116,85.0,-0.6944392,0.25640061,0.5104713888888884,0.4373996211558916,0.010648079401583993,SLC25A13,10165.0,cg12030923,-0.212105238892208,4.1240278739534e-05,-0.0874980381657453,7.088446097168999e-50,-0.5832162243797211,6.308752046384551e-25
ENSG00000004961,HCCS,TMDS,0.23034713893113604,0.15748515476113786,0.26213279366493225,174.0,-0.19693719,0.0651956,-0.05719543813601846,0.17828475178183026,0.0,HCCS,3052.0,0,-0.271749454231574,2.69928161686951e-10,0.0,1.0,-0.567861617957609,9.551206622629638e-50
ENSG00000005469,CROT,TMDS,0.12179416402085752,0.05111411366753299,0.3159290552139282,143.0,-1.2010117,-0.8850825999999999,0.2323121041519096,0.1416938947155767,-0.07498435399109946,CROT,54677.0,cg17326451,-0.6197646687747261,2.3997340816001097e-38,0.2459557973453627,9.355717020495298e-51,-0.8013774742938259,7.981946736511459e-58
ENSG00000005486,RHBDD2,TMDS,0.06301516130010275,0.007219669787807538,0.7184005379676819,103.0,-1.3702908,-0.6518901999999999,0.19040833112874836,0.4206920971900171,-0.03324274765168904,RHBDD2,57414.0,cg19465268,-0.7333812387853441,6.702887764032279e-44,-0.1386632819183556,2.38236860291844e-18,-0.815630664029726,7.354755811459318e-34
ENSG00000006282,SPATA20,TMDS,0.03690462762092689,0.001286836330493092,0.5802704095840454,75.0,0.49715197,1.0774224,0.4152807716049402,0.2535041264821928,-0.0057136273570250464,SPATA20,64847.0,cg04267101,0.291745504687268,1.58631911364523e-07,-0.1279744524373209,5.087668157983119e-25,-0.529373544288626,5.27128434956036e-23
ENSG00000006607,FARP2,TMDS,0.20557739326469465,0.12570174357778965,0.5327759385108948,167.0,-1.1667331,-0.6339571999999999,0.10930842578693477,0.2213880115402394,0.04663762434508861,FARP2,9855.0,cg24684709,-0.471341199022485,3.4962971450466497e-35,-0.4978497895783664,8.014389556702007e-94,-0.647691674267036,3.54066180893913e-65
ENSG00000006611,USH1C,TMDS,0.17106576010745608,0.09181736314609412,0.2538324296474457,158.0,0.054825358,0.3086578,0.3954676807760126,0.08181689100249454,-0.04817381639328666,USH1C,10083.0,cg07241909,0.153111597710288,0.147374679943087,-0.1745836456232571,6.18605618118066e-29,-1.0465621191418002,2.81540765377405e-47
ENSG00000007062,PROM1,TMDS,0.04499037338569769,0.002314029583798757,-1.0740485191345217,84.0,0.58464575,-0.48940283,-0.9486160515873028,-2.3005064100949357,0.0,PROM1,8842.0,0,-0.6870378275274621,0.0094637035825907,0.0,1.0,-0.579891984897519,2.9034007144597e-09
ENSG00000007255,TRAPPC6A,TMDS,0.32078946583715,0.26126564216375603,0.11557954549789427,192.0,-0.5178246,-0.40224504,0.030707224426808843,0.03220764717033103,0.019311767814245345,TRAPPC6A,79090.0,cg15058462,-0.55531451229998,1.06786457435582e-20,-0.0508315510773768,5.911102169777449e-49,-0.63330724319789,3.5763541123337e-36
ENSG00000008056,SYN1,TMDS,0.4677840302579638,0.4555505749212052,-0.08378303050994873,218.0,1.2897101999999998,1.2059271,0.09026998456790336,-0.027457743855618624,0.035457262045545626,SYN1,6853.0,cg11021247,0.319863032969971,0.0181246359444574,0.0990634587504231,1.23798415701999e-21,-0.5916335155219921,3.55891881401695e-12
ENSG00000010379,SLC6A13,TMDS,0.34820987126731123,0.29530625446206593,0.095754012465477,197.0,-0.033987800000000006,0.061766207000000004,0.3851365983245153,-0.13919373782071054,-0.04144643173709786,SLC6A13,6540.0,cg15966757,-0.29708566522917307,0.127111808479117,0.1818933169464658,5.92629017986002e-32,-0.555918222461945,6.93079990132819e-13
ENSG00000013016,EHD3,TMDS,0.09691458933885626,0.027533631126505732,-0.5827249884605408,129.0,-0.0065437406,-0.58926874,-0.07225243270945314,-0.5614395679926086,0.030277866307227674,EHD3,30845.0,cg14613979,-0.648475796322238,4.8128182176592695e-12,-0.1639536671908364,1.55299079603793e-34,-0.698345143066882,3.763057886764e-43
ENSG00000014824,SLC30A9,TMDS,0.1105109941368615,0.03784623086878818,0.4139038324356079,136.0,-1.0965278,-0.682624,0.3684174316578481,0.10360040401536608,0.0,SLC30A9,10463.0,0,-0.6113306884582099,2.41757022287384e-38,0.0,1.0,-0.752520520196573,1.06562663262468e-36
ENSG00000019991,HGF,TMDS,0.3161209612160145,0.25470767360742386,-0.1581566035747528,191.0,0.45900753,0.30085093,-0.23333139472111664,-0.12750333155388804,-0.01502136456083908,HGF,3082.0,cg15567428,-0.30977870747722497,0.0207055013467974,-0.1436463054696022,6.130791593538101e-15,-0.812166972590062,1.1887857901053998e-29
ENSG00000023572,GLRX2,TMDS,0.0752280882884491,0.011804158311761627,0.4926562309265137,112.0,0.42160714,0.91426337,0.22190057354681855,0.26804366150701425,-0.009550987697209551,GLRX2,51022.0,cg09182724,0.15448748427801,0.0187841320304688,-0.1828241500992606,4.160740019234261e-17,-0.649084637035083,8.94401482138509e-48
ENSG00000023839,ABCC2,TMDS,0.3161209612160145,0.25470767360742386,0.20613262057304385,191.0,-0.22827789,-0.022145268,0.13145695323382833,0.4714958018447044,-0.03377328951406322,ABCC2,1244.0,cg14947634,-0.752795946460955,9.193298052949411e-08,-0.2234211062526532,4.223035676051879e-27,-0.691529017079054,8.40013088643196e-21
ENSG00000027001,MIPEP,TMDS,0.3596319440664253,0.3094715732875466,0.09674137830734253,199.0,-0.7616701,-0.66492873,0.14937203565860346,0.013444758339462126,0.011040328805269456,MIPEP,4285.0,cg07045199,-0.538158628679651,5.858821911828659e-25,-0.0470366617408666,2.95244391784464e-17,-0.7402523348277159,3.10840946496792e-61
ENSG00000029639,TFB1M,TMDS,0.12148716550720128,0.049018482720215716,-0.3535811901092529,142.0,0.22487178,-0.12870942,0.07040272266313817,-0.21044921890113685,0.0,TFB1M,51106.0,0,-0.15987774071657998,2.19384492469041e-05,0.0,1.0,-0.6738079168164951,9.008892778150929e-45
ENSG00000033627,ATP6V0A1,TMDS,0.13530449846417514,0.0626815360257449,0.6606929302215576,148.0,-0.7962193000000001,-0.13552633,0.3372690325557761,0.29878192909419105,0.01617056062628225,ATP6V0A1,535.0,cg05299486,-0.33062947000219606,1.4758673944329301e-08,-0.324663782421862,2.6205532596610695e-65,-0.584196521069875,3.0841272754168897e-27
ENSG00000034971,MYOC,TMDS,0.21673039433567812,0.1387290444440082,-0.2456662654876709,170.0,2.3989701,2.1533039,0.008274462081129584,-0.5485375021430157,0.0304972950780104,MYOC,4653.0,cg01410279,4.39399853465681,2.4893396364818493e-162,-0.0661604832034448,2.41312935124113e-37,-0.774196812897039,5.2769631964944594e-18
ENSG00000035115,SH3YL1,TMDS,0.326947051649375,0.26790929014357256,0.16867849230766296,193.0,-0.51769435,-0.34901586,0.3666634876543207,-0.01592837535841296,-0.05202364578783192,SH3YL1,26751.0,cg11361895,-0.746982673682302,1.23902416425229e-17,-0.1166557040015741,1.86950760264139e-12,-1.11005956969915,2.422459195690409e-49
ENSG00000035141,FAM136A,TMDS,0.08466433953845506,0.01781852226898992,0.4510335028171539,120.0,0.49269554,0.94372904,0.15976970141465685,0.20529824010223824,0.004632553736657986,FAM136A,84908.0,cg18220058,0.185681407715753,0.0001736764120529,-0.0335198596389655,1.85463156841125e-07,-0.8262117925519399,1.9836341987878e-55
ENSG00000035862,TIMP2,TMDS,0.08399977669107149,0.01694640575834817,-0.3302655816078186,119.0,1.022047,0.69178146,-0.17325396825396974,-0.3542401531849924,0.015635679428983033,TIMP2,7077.0,cg04397137,0.262893844901368,0.0043243215141149,-0.3526450434239179,9.270397182523728e-71,-0.645911078748653,4.5836096505257294e-21
ENSG00000039068,CDH1,TMDS,0.3321287381794599,0.27463696407367544,-0.014510780572891237,194.0,-0.35430294,-0.36881372,0.2268716270080251,-0.29441200155424885,0.0,CDH1,999.0,0,-0.663527233634073,5.09212410475079e-08,0.0,1.0,-0.678160276885954,1.12228879404264e-39
ENSG00000042445,RETSAT,TMDS,0.2350014843938122,0.16242319282511306,0.2647784948348999,175.0,-0.42440528,-0.15962679999999999,0.12143961199294614,0.17787796049747512,-8.40578119404578e-05,RETSAT,54884.0,cg07868195,-0.575151043257576,9.304454637825682e-15,-0.1315414507005489,1.04168720050017e-151,-0.6606796524032149,5.10376702508952e-37
ENSG00000047249,ATP6V1H,TMDS,0.12665245162818858,0.05551888290550732,0.2302796244621277,145.0,-0.8119575,-0.58167785,0.181965602707148,0.12415001271554604,-0.0017765353943488547,ATP6V1H,51606.0,cg11692369,-0.936366209174327,9.067522181780068e-65,-0.1741075278649407,4.416746996441809e-153,-0.956460794632686,4.3211209763496793e-66
ENSG00000048544,MRPS10,TMDS,0.08399977669107149,0.01694640575834817,0.4339181184768677,119.0,-0.13934845,0.29456967,0.12821122888790415,0.2130490962911709,0.0042115676385255105,MRPS10,55173.0,cg19221370,-0.176010396660876,9.20769869246777e-05,-0.1089094114149535,2.7359473008914496e-51,-0.6972681323625072,4.6097283216456e-55
ENSG00000054654,SYNE2,TMDS,0.1509800792619748,0.07332780935513097,-0.2658014297485352,152.0,-0.23899345,-0.5047949,-0.02788127645502597,-0.3302832819418365,0.0,SYNE2,23224.0,0,-0.738782193763859,2.889415119566489e-30,0.0,1.0,-0.5038363178712679,1.1925838540381297e-50
ENSG00000055950,MRPL43,TMDS,0.09691458933885626,0.028845064572835182,0.3562855422496796,130.0,-0.28250970000000003,0.073775835,0.1660452524123619,0.13553391288096095,0.0,MRPL43,84545.0,0,-0.153794140201367,0.0019513939956699,0.0,1.0,-0.7040585146771879,1.0640951007344597e-64
ENSG00000059691,GATB,TMDS,0.12179416402085752,0.05111411366753299,0.35400620102882385,143.0,-0.6126773,-0.25867108,0.22253820867849666,0.0940261390352809,0.004425627235823612,GATB,5188.0,cg05106659,-0.503943505031448,8.60025113656365e-22,-0.0375043134488952,2.23559614069388e-64,-0.508587306359238,7.701727833613249e-41
ENSG00000061794,MRPS35,TMDS,0.03578725317749438,0.0012033073920203591,0.5750329494476318,74.0,-0.49587867,0.07915429,0.18810769972547906,0.35272638750914875,-0.0019960961178194653,MRPS35,60488.0,cg04142413,-0.23670900728038397,6.05948566635058e-07,-0.0137222062252683,0.0021184615602209,-0.83862145128451,6.651962600331109e-67
ENSG00000062485,CS,TMDS,0.057808076411251234,0.004823338878647364,0.5756288170814514,96.0,-0.74704355,-0.17141473,0.2169397650632251,0.26411906810862,0.006166838836627914,CS,1431.0,cg24498746,-0.347088087076572,5.72101524921179e-18,-0.0868609077581058,1.7352299469651299e-25,-0.535780328206683,4.98895049469466e-39
ENSG00000062582,MRPS24,TMDS,0.08643159176660205,0.018728638813684632,0.4092491865158081,121.0,-0.054175675,0.3550735,0.10815833070535474,0.3534559431845116,0.0040607207277987,MRPS24,64951.0,cg13736585,-0.0629139247921247,0.575636293572274,-0.2037437075906903,1.8715994938859193e-101,-0.788077379070114,4.062383718383719e-65
ENSG00000064205,CCN5,TMDS,0.4342017225536791,0.4077062251624832,0.08679890632629395,212.0,1.5470023000000002,1.6338012,0.18727839285714265,0.05848912096079295,-0.008881769684208063,CCN5,8839.0,cg03562120,3.9875581596174,1.2485240448456795e-55,-0.3623799633780894,9.199066560449378e-90,-0.5552799029126221,2.6717998521967897e-15
ENSG00000064601,CTSA,TMDS,0.24845619057119975,0.183170690931694,0.2528223991394043,179.0,-0.6429335999999999,-0.3901112,0.034847161104136985,0.2203155114202867,0.0,CTSA,5476.0,0,-0.559082832770532,1.74609835441e-10,0.0,1.0,-1.11016734033504,8.77447530390101e-67
ENSG00000065054,SLC9A3R2,TMDS,0.3321287381794599,0.27463696407367544,-0.2761097550392151,194.0,0.49213782,0.21602808,0.10946639770723154,-0.4274020151551468,0.0346559316425685,SLC9A3R2,9351.0,cg09476997,-0.0169465378228892,0.8698295827792341,0.2322839835534538,1.4348953569240795e-55,-0.5887244096847671,8.775446457640628e-36
ENSG00000065320,NTN1,TMDS,0.14224110216000585,0.06784351447980354,-0.3050009310245514,150.0,0.205037,-0.099963926,-0.290496439594357,-0.16804642995063512,0.0,NTN1,9423.0,0,-0.758453161372682,1.31790063354659e-12,0.0,1.0,-1.0331031906987902,3.6038507370609596e-45
ENSG00000065518,NDUFB4,TMDS,0.15770073355307934,0.07914495096125901,0.34132856130599976,154.0,0.048472315,0.38980088,0.16742286375661375,0.21022686688801406,-0.033156277802514,NDUFB4,4710.0,cg05774231,-0.0485968011890693,0.45881542020520394,0.134332161638941,1.73156033173519e-10,-1.09447558072636,1.4058573298527996e-67
ENSG00000067704,IARS2,TMDS,0.03578725317749438,0.0012033073920203591,0.637298583984375,74.0,0.12274269,0.7600413,0.3651534086046051,0.2831102597321964,-0.020773684478462992,IARS2,55699.0,cg23617067,0.044882611697761,0.381996744712944,-0.0542872970535466,1.23403984095441e-14,-0.527283536396818,1.4369427335787797e-34
ENSG00000067836,ROGDI,TMDS,0.15411559173204564,0.0761941343930537,0.36694008111953735,153.0,-1.0702853,-0.70334524,0.1515733179012343,0.2108100208033553,0.0,ROGDI,79641.0,0,-0.828273972848933,1.0066130665790599e-27,0.0,1.0,-0.60342658995565,8.770472880039168e-46
ENSG00000068120,COASY,TMDS,0.1132097122470272,0.04314093642290202,0.3589296340942383,139.0,-0.86279434,-0.5038646999999999,0.15783901410403628,0.14135948649658092,-0.05520434388477245,COASY,80347.0,cg00685795,-0.692029996458741,8.24701977686417e-49,-0.1145072546790993,1.7760316889096498e-33,-0.513734607433081,1.44326011675111e-44
ENSG00000068366,ACSL4,TMDS,0.2274126105108451,0.15264682075385494,-0.16383478045463562,173.0,-0.31207785,-0.47591263,-0.16823151917781376,-0.034093714774629524,-0.01984630615214332,ACSL4,2182.0,cg15057941,-0.7961929867028991,1.75702046614174e-32,-0.0419028919698903,3.7661990391748e-05,-0.538940512730508,5.59364258518893e-47
ENSG00000068697,LAPTM4A,TMDS,0.3321287381794599,0.27463696407367544,-0.046683847904205315,194.0,0.8691504999999999,0.8224667,-0.12186706562010695,-0.03513948052084236,-0.09302209145064654,LAPTM4A,9741.0,cg17953136,0.0678049295368616,0.271920768192077,-0.1093390034578112,9.091973746906329e-23,-0.6323556764546719,3.0184913027889603e-19
ENSG00000069535,MAOB,TMDS,0.16056385152463976,0.08218149810289782,0.4101842045783997,155.0,-0.031120032000000002,0.37906417,0.4567814893404602,0.1437549500656049,0.014643215776071916,MAOB,4129.0,cg25737241,-0.0817181962527054,0.40370780212374896,-0.2734129780537179,2.7284722928801995e-47,-0.522194542828563,1.5755933919697998e-22
ENSG00000072163,LIMS2,TMDS,0.3658718595437368,0.3166636891443301,-0.17053617537021634,200.0,0.38455877,0.21402259,0.0688395954574933,-0.3409463081719289,0.037884901278756884,LIMS2,55679.0,cg01761729,-0.14938506706753002,0.16948143686057798,-0.1254345213394491,2.2217587747333998e-46,-0.568095242413731,2.12565020037005e-29
ENSG00000072210,ALDH3A2,TMDS,0.18573097704853173,0.10593373286205172,0.3718112111091614,162.0,-0.71426666,-0.34245545,0.314193272613292,0.23213780266665665,-0.015286254897595638,ALDH3A2,224.0,cg05301609,-0.8518280833876329,5.25027300107019e-18,-0.147776272790897,5.696364900621449e-54,-0.8782432099084342,2.35594246680982e-40
ENSG00000072506,HSD17B10,TMDS,0.04499037338569769,0.002465225938942339,0.6744197010993958,85.0,-1.5852906,-0.91087085,0.2743487510027444,0.2773701481776134,0.0,HSD17B10,3028.0,0,-0.836110092751425,1.6648318958807797e-62,0.0,1.0,-0.679691565829853,7.183553248946611e-48
ENSG00000072657,TRHDE,TMDS,0.2131094321899448,0.13428813535256795,0.1810912489891052,169.0,-0.60626906,-0.42517780000000005,0.4424887037037044,0.07389385983445873,0.03927608871341165,TRHDE,29953.0,cg14905634,-0.559221680527804,0.0025877569015978,-0.1692145522998687,4.1070447728690195e-52,-1.1573476339446298,5.704551036340729e-48
ENSG00000072756,TRNT1,TMDS,0.4677840302579638,0.4555505749212052,0.2438284754753113,218.0,-1.2276907,-0.9838621999999999,0.011211796737215065,0.07505429329880288,-0.01364085897802293,TRNT1,51095.0,cg15056751,-0.544415688046081,1.0998184045800399e-45,-0.11037927981433401,8.41629402116611e-11,-0.511424770466262,3.1298035747388893e-58
ENSG00000073169,SELENOO,TMDS,0.3383261626882939,0.2814469198951187,0.103032648563385,195.0,-0.7653852,-0.66235256,0.11987166005290928,-0.004260829165903868,0.012887595751422705,SELENOO,83642.0,cg25934700,-0.741591987997805,3.0506651111504194e-39,0.213996287411345,1.27806702470084e-21,-0.6778611506652309,1.0128158319206998e-47
ENSG00000073578,SDHA,TMDS,0.11221812356722187,0.0395488530131056,0.5833840370178223,137.0,-0.8730979,-0.28971386,0.3874412874779531,0.21653962406900645,0.01060482313858882,SDHA,6389.0,cg10591111,-0.400512698987678,8.928934302265819e-10,-0.1177386579865454,2.4229008930228797e-33,-0.902171656478483,7.404838373491229e-60
ENSG00000073734,ABCB11,TMDS,0.2350014843938122,0.16242319282511306,-0.062092661857604974,175.0,1.2334878,1.1713951999999999,0.12151214495913608,-0.07583638050586287,-0.011797916677360104,ABCB11,8647.0,cg18912768,1.27391398818183,3.57032174201838e-08,-0.17217709500696302,2.8554211713374e-50,-0.723182229929508,2.2494709398981e-41
ENSG00000074276,CDHR2,TMDS,0.2877581501894448,0.223254455252832,-0.2992166578769684,186.0,-0.21567294,-0.5148896,-0.07365035701621125,-0.7268831421615343,0.0,CDHR2,54825.0,0,-0.8803027125276659,0.0001506778444208,0.0,1.0,-1.05322600404097,1.3225684662761198e-37
ENSG00000075415,SLC25A3,TMDS,0.05964927315509334,0.005422661195917576,0.5796465873718262,98.0,-0.81178725,-0.23214063,0.30611850970017884,0.27404388899822074,0.021811219675250758,SLC25A3,5250.0,cg15821554,-0.4436785857153379,1.55279651950527e-25,-0.0365650491153174,3.7599773383532e-22,-0.6525752271365249,1.1868886456907401e-32
ENSG00000075711,DLG1,TMDS,0.13530449846417514,0.0626815360257449,0.4846244156360626,148.0,-0.46855515,0.016069276,0.12767059236744638,0.2455639438034055,-0.016396794747351673,DLG1,1739.0,cg12594803,-0.20989368532637,2.1318142264600302e-05,-0.1605811806184535,1.79211707937811e-30,-0.597587646951932,6.367445688752669e-63
ENSG00000076248,UNG,TMDS,0.06071578162141224,0.005746450066285592,0.5777700543403625,99.0,0.17461084,0.7523809,0.35900006613756674,0.1759978160105219,0.009886375104905157,UNG,7374.0,cg26703873,0.145521796647372,0.0069927393275679,0.0957865533519468,2.39880072282517e-16,-0.59891687522474,5.6595705451813006e-36
ENSG00000076604,TRAF4,TMDS,0.40515988063475655,0.3688317219726115,0.043872475624084466,207.0,-0.49725625,-0.45338377,0.03700112654320875,0.06931361807572534,-0.028149288746186617,TRAF4,9618.0,cg10881616,-0.7918080418251491,4.26322689012092e-28,0.0949855257837972,5.925619754495299e-22,-0.604348318350715,4.549368433976609e-54
ENSG00000078070,MCCC1,TMDS,0.17106576010745608,0.09181736314609412,0.5312671661376953,158.0,-1.5520483999999999,-1.0207813000000001,0.3374124258413245,0.12691500684618914,0.01673885012730325,MCCC1,56922.0,cg01212284,-0.8775225414514491,3.1919294770025197e-46,-0.0458151191169083,0.0165925812587124,-1.13162144556249,4.096520094150389e-65
ENSG00000078114,NEBL,TMDS,0.3100066376739655,0.2482369464811455,-0.19779980182647705,190.0,-0.21326101,-0.4110608,0.059958919753086766,-0.45026349263566623,-0.0036821472622040187,NEBL,10529.0,cg02313589,-0.7040802678496629,1.37585366483803e-08,-0.0922984605845161,5.959950208215149e-47,-1.02528123217069,2.7807410657903794e-57
ENSG00000078668,VDAC3,TMDS,0.2714039075532439,0.20549635839647856,0.11466403305530548,183.0,0.23800586,0.3526699,0.18185608024691435,-0.033524652237839035,0.007084704421845167,VDAC3,7419.0,cg17910564,-0.0144471525056428,0.776617664959072,-0.11337051862066001,3.21041622188501e-17,-0.607480903751649,2.63120898309274e-36
ENSG00000079459,FDFT1,TMDS,0.1824874512732771,0.10226569498502452,-0.28165823221206665,161.0,-0.34662209999999993,-0.62828034,-0.06307620452286511,-0.20977704258807064,-0.014645260819286687,FDFT1,2222.0,cg01428454,-0.720811576931096,8.802636518760928e-56,-0.07981918343179299,8.47373496992534e-32,-0.5038666947232601,3.5377044000320294e-30
ENSG00000081479,LRP2,TMDS,0.2274126105108451,0.15264682075385494,0.1124171018600464,173.0,-0.39370555,-0.28128844,0.36209756804934135,-0.00034804223984341576,0.007978911608191834,LRP2,4036.0,cg08645980,-0.7668180768486609,1.16783323091148e-06,-0.0543701043727945,1.0532004197421197e-42,-1.00226161291766,8.389644302708221e-41
ENSG00000082397,EPB41L3,TMDS,0.1797025139495881,0.09869091986521587,0.6729816198348999,160.0,-1.4100907,-0.73710907,0.2996988387780973,0.3702956911200012,0.0,EPB41L3,23136.0,0,-0.8709029262983471,3.835057126541421e-35,0.0,1.0,-1.03072639428716,1.94566647908332e-64
ENSG00000082515,MRPL22,TMDS,0.18573097704853173,0.10593373286205172,0.2877156138420105,162.0,0.9701882,1.2579038,0.2110593895082412,0.06199976685053999,0.00043127564337030333,MRPL22,29093.0,cg07190450,0.519574896062899,8.897051521997631e-25,-0.0485712845772015,1.9654399673145897e-39,-0.595268593396532,4.985209374147769e-50
ENSG00000084636,COL16A1,TMDS,0.1155329085752212,0.04503337532259556,-0.4494593143463135,140.0,0.62013006,0.17067073,-0.1404281819729396,-0.8537027297974165,-0.035219055152826445,COL16A1,1307.0,cg00160583,-0.0559021154808223,0.7834481723358001,-0.2058814515609894,2.4675008136833395e-51,-0.7391791377026221,5.13769828384044e-14
ENSG00000084754,HADHA,TMDS,0.039403155099045496,0.0015702378121661964,0.9312512874603271,78.0,-0.40832585,0.52292544,0.4195469346710117,0.4776260760326933,-0.017401270001373214,HADHA,3030.0,cg26949087,-0.10452604791761501,0.0650321937995589,0.0705879170162771,3.46444338119992e-42,-0.51255118419949,2.7430823783128193e-27
ENSG00000085760,MTIF2,TMDS,0.0791718637868954,0.013113148049386162,0.4988215565681458,114.0,0.13069685,0.6295184,0.2295706304470294,0.19587068665262572,0.02330460545819837,MTIF2,4528.0,cg27478579,0.0382118109445223,0.396494459354787,-0.048131564246841,6.58287671366025e-13,-0.6537615271184599,1.34314503353078e-45
ENSG00000087076,HSD17B14,TMDS,0.08251620617118571,0.015311226300755506,0.5632177591323853,117.0,-0.3104214,0.25279638,0.2294461305509039,0.7685764110647141,0.0034999924422249584,HSD17B14,51171.0,cg16594139,-0.40976187130034203,0.0001591285426791,-0.15306699922476302,7.28718259809424e-30,-0.7197924552347399,2.96228571795951e-18
ENSG00000087258,GNAO1,TMDS,0.08643159176660205,0.018728638813684632,-0.3957821726799011,121.0,0.32977623,-0.06600595,-0.08089924062436149,-0.29077072936700443,0.03625680017873745,GNAO1,2775.0,cg07786301,-0.720258754069847,1.73031901513181e-06,0.1211310794560582,4.00775249362431e-14,-0.702693624797498,1.2517502797344098e-30
ENSG00000087274,ADD1,TMDS,0.4303957290409473,0.3998446000803819,0.15599745512008667,211.0,-0.16763103,-0.01163358,0.18237540886605025,-0.03324476974826776,-0.01738043036984656,ADD1,118.0,cg12655250,-0.174752144751371,2.55799517021111e-06,-0.0819048749709284,4.49061338006577e-37,-0.526307440149377,1.6841207393316593e-56
ENSG00000088682,COQ9,TMDS,0.08346561752482788,0.016111046969300526,0.4788250923156738,118.0,-0.9510088,-0.47218370000000004,0.4151711834398073,0.20080909474474207,-0.013766641334366642,COQ9,57017.0,cg02699703,-0.7440866064282529,4.0399693392212095e-37,-0.1323223851565794,1.80257048723448e-19,-0.8333504749749542,8.44201127802909e-55
ENSG00000089163,SIRT4,TMDS,0.09008006922051112,0.023894215123248904,0.5301747322082521,126.0,-0.8152771,-0.28510234,0.6067051278659619,0.17600021235007862,0.0,SIRT4,23409.0,0,-0.6537900556489561,6.772705816531528e-12,0.0,1.0,-1.26907621119502,1.5902202001855398e-60
