id,external_gene_name,Regulation_Grouping_2,Integrated padj (PBRM1-BAP1),Integrated pval (PBRM1-BAP1),Integrated diff (PBRM1-BAP1),mannwhitneyu stat (PBRM1-BAP1),Integrated mean (BAP1),Integrated mean (PBRM1),Protein-LogFC mean (PBRM1-BAP1),RNA-LogFC mean (PBRM1-BAP1),CpG-LogFC mean (PBRM1-BAP1),hgnc_symbol,entrezgene_id,Locus,logFC_rna,padj_rna,CpG_Beta_diff,padj_meth,logFC_protein,padj_protein
ENSG00000167113,COQ4,TMDS,0.4255536158914681,0.339171001457708,0.1399611234664917,197.0,-0.9911120999999999,-0.851151,0.1011825733886086,0.0389845063793085,0.0,COQ4,51117.0,0,-0.6045638446103639,9.69703802690696e-43,0.0,1.0,-0.9879170195541871,1.4968489246066795e-48
ENSG00000167186,COQ7,TMDS,0.24190285448337395,0.12080080279929385,0.26243093609809875,166.0,0.25149944,0.5139304,0.018501937647910305,0.1139726406234052,-0.01051740878591128,COQ7,10229.0,cg16660394,-0.0304721491754858,0.497502911612948,-0.0603846404170244,1.2879536897102698e-25,-0.653471914066298,2.9333605250016e-46
ENSG00000167283,ATP5MG,TMDS,0.5,0.5,0.014322727918624878,214.0,-0.49612427,-0.48180154,-0.07700789042804401,0.005573730582604575,-0.008933819920762032,ATP5MG,10632.0,cg06417752,-0.576851520975295,4.9855410599897296e-40,-0.1060324241725592,1.6371816574849602e-25,-0.717013826232752,3.65613786726278e-39
ENSG00000167315,ACAA2,TMDS,0.038359291126577766,0.003917138072701589,0.5413612127304077,105.0,-0.4282862,0.113074996,0.22334531816782488,0.6820289770441649,-0.012936413176998177,ACAA2,10449.0,cg23825830,-0.757538428281363,2.21122632451784e-15,0.0128148588055554,8.362422313298091e-05,-0.653281670337638,2.30074815401868e-27
ENSG00000167720,SRR,TMDS,0.19169880628555988,0.07854160307341121,0.3298417925834656,156.0,-0.30167693,0.028164877999999997,0.12997730898730864,0.1608014623779548,-0.020922192989353373,SRR,63826.0,cg03846283,-0.270703770243918,1.3854736501698e-09,-0.0348522257645346,3.82240144421624e-18,-0.745714602660914,8.664440800887589e-28
ENSG00000167779,IGFBP6,TMDS,0.4535155081049996,0.3942139784026024,-0.04866570234298706,203.0,0.81141895,0.76275325,0.10106043941529276,-0.2946081639761854,-0.08410930538311495,IGFBP6,3489.0,cg23841186,0.596978196414745,1.4830606355492301e-05,-0.2728472380783954,5.89365827938607e-57,-0.7149030089998559,7.544772981142649e-23
ENSG00000167792,NDUFV1,TMDS,0.3150704278339274,0.18990546335195624,-0.11878645420074466,178.0,-1.1071591,-1.2259456,-0.13180974963308367,-0.05029331698604711,-0.004439331400113225,NDUFV1,4723.0,cg22949188,-0.8345042607519799,3.3556719056586787e-81,-0.0256272448819934,5.6005330514979394e-21,-1.4930208294378502,1.1279360484506397e-92
ENSG00000167799,NUDT8,TMDS,0.40842730834454816,0.3128054727669952,0.2729365825653076,194.0,-0.8864542,-0.61351764,0.11641840973840868,0.11723078201957482,-0.102844955665911,NUDT8,254552.0,cg13452386,-0.915827330303369,6.39460621952587e-30,-0.0657841703849954,7.33385565186006e-10,-0.877637641136282,1.5454815554823095e-55
ENSG00000167862,MRPL58,TMDS,0.4203169733685064,0.3302864385996607,0.023040592670440674,196.0,-0.026591642000000002,-0.0035510496000000003,-0.10971191251201497,0.00015432933846462604,-0.016762636820863597,MRPL58,3396.0,cg09386073,-0.21193347738506696,2.29808419070876e-05,0.1021162429915466,7.10813459522398e-28,-0.7187624040522249,7.29255256598249e-65
ENSG00000167863,ATP5PD,TMDS,0.4891014116266367,0.470828631615679,0.021659418940544132,211.0,-0.22434744,-0.20268802,-0.14480841791465027,0.056803448574404565,0.0010863766113129725,ATP5PD,10476.0,cg24174307,-0.236787315743072,7.81430755881061e-07,-0.0951677572599193,5.189346542969369e-56,-0.697345207965379,6.4052032462808095e-40
ENSG00000167969,ECI1,TMDS,0.3784107759208322,0.2709666203667229,0.1106184422969818,189.0,-0.38392815,-0.27330970000000004,-0.05421389402775556,0.09465485574898608,-0.09144130173805007,ECI1,1632.0,cg16671360,-0.5708016537192939,1.31166777430272e-16,0.1088852901203784,1.18041785593721e-18,-0.8458574016158621,7.549290324432428e-44
ENSG00000168229,PTGDR,TMDS,0.2590619317024941,0.13614462662322852,0.16971349716186526,169.0,1.4295703000000002,1.5992838,0.3528326184926198,0.0636529328679627,0.0,PTGDR,5729.0,0,1.60701247717078,9.287594550734859e-53,0.0,1.0,-1.44067114347357,6.67798058549819e-64
ENSG00000168275,COA6,TMDS,0.2544875540787425,0.13088836841160728,0.2312474250793457,168.0,0.64222455,0.8734719999999999,-0.003677390588090912,0.14734951834799742,0.0,COA6,388753.0,0,0.184123311129249,0.0014648196080707,0.0,1.0,-1.21794710208048,4.9999382385880196e-65
ENSG00000168300,PCMTD1,TMDS,0.1849542317614213,0.07163233633599256,-0.2347296625375748,154.0,0.39971977,0.16499011,-0.16727623586290236,-0.07791697626484223,-0.02936834779184938,PCMTD1,115294.0,cg25335107,-0.143350060955376,0.0027948112959383,-0.0959485427307549,2.8992793527789992e-68,-0.502676319069878,5.82534567221093e-52
ENSG00000168575,SLC20A2,TMDS,0.4410464785625972,0.3663486938994425,0.09041011333465576,200.0,-0.83724976,-0.74683964,-0.16828858413191738,0.13366462440492802,0.0,SLC20A2,6575.0,0,-0.9925761400493179,5.225085537951439e-69,0.0,1.0,-0.5042259750689221,8.98133050873089e-42
ENSG00000168653,NDUFS5,TMDS,0.4535155081049996,0.3942139784026024,0.014532119035720825,203.0,0.44413507,0.45866720000000005,-0.13770907018907286,0.009871270577945485,-0.05055248154750272,NDUFS5,4725.0,cg07388493,0.173889057837464,0.0042144128324699,-0.1536147835507051,2.78061023256972e-39,-1.43582561668465,1.1482602189382299e-89
ENSG00000168679,SLC16A4,TMDS,0.07217245330420044,0.012403236059750513,-0.3529168963432312,122.0,-0.03730209,-0.39021897,-0.2704227497194163,-0.4649294675382333,-0.010867776424290735,SLC16A4,9122.0,cg24058365,-0.53798397764135,1.4869053717808798e-08,-0.1676023211579449,1.1823603381890297e-68,-0.9529496595948729,1.8997348072508402e-45
ENSG00000168792,ABHD15,TMDS,0.0697548120855233,0.011640279974421072,-0.5112392306327821,121.0,0.51886374,0.007624486999999999,-0.4086083266344445,-0.28150728976457345,0.029182736047853788,ABHD15,116236.0,cg23473955,-0.207047779840473,0.0001823744392149,0.0342576207982578,0.0258046955872668,-1.34782379431735,5.37623168790691e-30
ENSG00000168827,GFM1,TMDS,0.2805216166170075,0.15860126269504532,-0.2037002444267273,173.0,-0.7866689,-0.99036914,-0.0471232207807869,-0.11415070863444145,-0.034176066973855695,GFM1,85476.0,cg22511808,-0.55824552920603,4.96560152678446e-41,-0.1437402880462375,3.5596634076606894e-45,-0.8641936081239309,2.50095744038299e-54
ENSG00000169288,MRPL1,TMDS,0.4763742620304616,0.4514580490724549,0.003329421393573284,209.0,0.014225657,0.017555078000000002,-0.12843571981970314,0.03715533378403285,0.003439057396314421,MRPL1,65008.0,cg01930676,-0.123832104549754,0.0044427829752591,0.1599373854047384,8.190252939745979e-27,-0.7371189087526,1.1640446111410097e-58
ENSG00000169385,RNASE2,TMDS,0.427463551276064,0.34814590602060497,0.02807021141052246,198.0,1.6452764,1.6733466000000001,0.0821415937149278,-0.0543850028533297,0.015231144835477273,RNASE2,6036.0,cg18294707,2.7956851497182,1.1616904006202398e-74,-0.2345816340642335,1.23928616840008e-76,-0.646017663909866,1.1621268461677499e-30
ENSG00000169413,RNASE6,TMDS,0.26721680914763146,0.14708571562048955,0.13413965702056885,171.0,1.6244100000000001,1.7585496999999999,0.16521134248467595,0.01913609061388799,-0.0455975334511617,RNASE6,6039.0,cg10934032,1.79855686133881,9.784880785066556e-97,-0.1015191049312808,6.79234960428501e-13,-1.4811402493108001,2.5882892780981097e-50
ENSG00000169504,CLIC4,TMDS,0.427463551276064,0.34814590602060497,0.2112591862678528,198.0,0.40689093,0.6181501,-0.06891931905626814,0.22496822846842807,0.01886664867010357,CLIC4,25932.0,cg25005374,0.05134741667948901,0.503187576127348,-0.237973233143071,2.81216552315676e-41,-0.645183379467426,5.4021186319551794e-45
ENSG00000169599,NFU1,TMDS,0.4454659666418219,0.37556719728083865,-0.05256164073944092,201.0,1.0063461999999999,0.9537846,-0.13882096866096771,0.01613187306722777,0.0,NFU1,27247.0,0,0.24433109524071803,8.101506640114672e-09,0.0,1.0,-0.569774523552682,4.40617247574989e-40
ENSG00000169696,ASPSCR1,TMDS,0.06421365516002901,0.010235800573454187,-0.5527491569519043,119.0,-0.5442286999999999,-1.0969778000000001,-0.054183497620915455,-0.3469829982762113,0.0,ASPSCR1,79058.0,0,-0.836298115704705,2.61761803077201e-65,0.0,1.0,-0.5578606115958921,6.679034092079169e-62
ENSG00000169914,OTUD3,TMDS,0.009706000398681651,0.0002659178191419631,0.5659685134887695,72.0,0.3132107,0.8791791999999999,0.18775009324009373,0.5439629208851351,-0.005854948027032972,OTUD3,23252.0,cg14851460,0.155394122847828,0.035029721454975994,-0.0405381543817732,3.0922647276806604e-43,-0.569471877022655,5.43102261915471e-29
ENSG00000170088,TMEM192,TMDS,0.1617513333532977,0.05640146119417602,-0.3034558892250061,149.0,-0.55454844,-0.85800433,-0.3543074738841385,-0.08407538283209337,0.0,TMEM192,201931.0,0,-0.8434431523729939,2.21626545559062e-42,0.0,1.0,-0.5750041687642329,5.549643005057551e-31
ENSG00000170166,HOXD4,TMDS,0.427463551276064,0.34814590602060497,0.21279549598693848,198.0,-1.0069191,-0.79412365,0.01643469928930752,0.1843122556324106,0.16504690770918606,HOXD4,3233.0,cg01414185,-0.953426413989958,2.903563368593269e-28,0.2210442233669547,3.844849010005009e-22,-0.51017977695631,4.93770974573157e-21
ENSG00000170266,GLB1,TMDS,0.0139773678916465,0.0005395995076476234,-0.7143276929855347,80.0,-0.1521729,-0.8665006,-0.1574219128109695,-0.5242608422623718,0.06849786122139745,GLB1,2720.0,cg11236746,-0.55728261173543,3.4452346461060703e-23,-0.1437328361981619,2.2862049863071796e-48,-0.972314856065332,1.0761734095243399e-65
ENSG00000170412,GPRC5C,TMDS,0.4977061959531177,0.4902684943946651,-0.029393315315246582,213.0,-0.48089027,-0.5102836,-0.366541297017567,0.1651663277190898,-0.04947770656440842,GPRC5C,55890.0,cg21327194,-0.6505890397706601,5.2850976962432395e-17,-0.3355680837572902,2.1185666250807796e-64,-1.27812930174557,1.3497418378076499e-67
ENSG00000170791,CHCHD7,TMDS,0.4203169733685064,0.3302864385996607,0.06658415496349335,196.0,-0.22333898,-0.15675482,0.26584764368446107,-0.09184472425536727,0.0,CHCHD7,79145.0,0,-0.42071540962598203,6.5480681450374594e-21,0.0,1.0,-0.833501058759059,2.1285381414568794e-56
ENSG00000170854,RIOX2,TMDS,0.24190285448337395,0.12080080279929385,-0.2671804428100586,166.0,-1.1395358,-1.4067162,0.04405561167227778,-0.22224422749414,0.0,RIOX2,84864.0,0,-0.912097449963989,1.3903507523246498e-58,0.0,1.0,-0.53582532781973,2.51993362469156e-41
ENSG00000170855,TRIAP1,TMDS,0.145925600209181,0.04615828449954169,0.3170245885848999,145.0,1.2098787,1.5269033,0.05633151515151458,0.1784768637407959,0.00914048956202003,TRIAP1,51499.0,cg19615651,0.581003574234096,9.45526869208634e-37,-0.0775800531364273,1.7056006416420002e-12,-0.756999514563109,7.653000142632309e-45
ENSG00000170890,PLA2G1B,TMDS,0.4600894454896899,0.4131064635094227,0.006391167640686035,205.0,1.084071,1.0904622,0.2422524458257773,-0.04046562761088324,-0.016481358072730462,PLA2G1B,5319.0,cg16262173,0.45055230842382105,0.0415651333113118,-0.1545563024709866,6.32640282613507e-38,-1.49109152223421,5.0112489864153e-38
ENSG00000170917,NUDT6,TMDS,0.2369516286306508,0.11596760903094115,0.17251640558242798,165.0,-0.71795243,-0.5454359999999999,-0.056599226452559215,0.16992535795919012,-0.03837195992806816,NUDT6,11162.0,cg24882829,-0.485442006335072,8.41070877841272e-14,-0.1254966568275198,2.1595583525499699e-44,-1.4628577154500801,1.0916803393376496e-62
ENSG00000171103,TRMT61B,TMDS,0.4646030996479832,0.4322023853512372,0.1145385205745697,207.0,0.3344885,0.44902703,0.02984571527238145,0.03070357675157755,-0.0033001937593127376,TRMT61B,55006.0,cg11133410,-0.0413932265330165,0.272222255163278,-0.0056757106447224,0.0004083254294095,-0.7496129905309858,6.46347469392417e-39
ENSG00000171345,KRT19,TMDS,0.2732194713022026,0.15277153501206595,-0.35844480991363525,172.0,0.32584864,-0.032596186,0.06012241240420003,-1.110103691550434,0.0,KRT19,3880.0,0,0.706861806623292,0.0050891881603559,0.0,1.0,-0.691117247443979,8.22832352480573e-15
ENSG00000171476,HOPX,TMDS,0.4504962234729958,0.3848572967652243,0.021609783172607425,202.0,0.7745883000000001,0.79619807,0.12233815762097915,0.003152180738905941,0.07392922016822095,HOPX,84525.0,cg25456368,0.119269876597714,0.379439699686573,0.1440468266681046,3.14878523242967e-17,-0.5025778745588231,4.40736808647733e-11
ENSG00000171503,ETFDH,TMDS,0.16686528097896966,0.059223667595275635,0.32497745752334595,150.0,-0.58656865,-0.2615912,-0.050803531773877086,0.3639600351636756,-0.00015554587967930858,ETFDH,2110.0,cg18309528,-0.630617560111087,4.890289640493869e-22,-0.029598467212758,5.613064772312529e-47,-1.06209434143703,1.0949177270771099e-63
ENSG00000171729,TMEM51,TMDS,0.16026071336476774,0.05368634108981634,-0.2312400043010712,148.0,0.6642279999999999,0.43298802,-0.1456108253474913,-0.15355092233002332,-0.0011138212114860382,TMEM51,55092.0,cg25469418,-0.0655987137165343,0.394912413648392,0.2310414639851364,3.04404911442956e-64,-0.5096137768188901,2.6573777571978397e-28
ENSG00000171903,CYP4F11,TMDS,0.03673512878438514,0.0033853045206033625,-0.773468017578125,103.0,0.726831,-0.046636984000000006,-0.4428127916236894,-1.4293505292638318,-0.005215736179064283,CYP4F11,57834.0,cg18812944,-0.8871895081611441,0.0003731586530453,-0.0626415598463823,3.9968921965764294e-15,-0.502672157090299,1.64725330542264e-09
ENSG00000171953,ATPAF2,TMDS,0.4535155081049996,0.3942139784026024,-0.03266403079032898,203.0,-0.36685159999999994,-0.39951563,0.01498647498081773,-0.02156173519656146,0.05218856322065807,ATPAF2,91647.0,cg21187669,-0.35651076733139003,1.19414782247568e-21,-0.16473005189092402,2.762921812094099e-53,-0.6703597875913871,3.86436211499265e-39
ENSG00000172020,GAP43,TMDS,0.4203169733685064,0.3302864385996607,-0.1184828281402588,196.0,1.2232443000000002,1.1047615,0.0336461589748569,-0.07595024553774395,-0.02463715217770225,GAP43,2596.0,cg05773207,0.391399555247029,0.0772360438629915,-0.1020274567935248,1.6714510266032297e-32,-0.507966424297426,3.651555500458129e-14
ENSG00000172113,NME6,TMDS,0.2029809624493822,0.08594461672825647,-0.2486109733581543,158.0,-0.8317114,-1.0803223999999998,0.048956427523094925,-0.14678214525911448,0.0963754337572183,NME6,10201.0,cg04625862,-0.592386635907329,1.6496422958488197e-90,-0.2143208377892608,2.0715867581465896e-58,-0.7700590818650369,1.16103651999381e-46
ENSG00000172115,CYCS,TMDS,0.4255536158914681,0.339171001457708,0.11508619785308838,197.0,-0.8264556999999999,-0.7113695,-0.023971469824352498,0.0589012900042023,-0.015908375379741657,CYCS,54205.0,cg26521207,-0.8612680524703491,6.82205458642121e-45,-0.052292850087745,1.34097013584539e-09,-1.06209411155084,1.5102046409184197e-58
ENSG00000172171,TEFM,TMDS,0.3306178902617425,0.21039320289383615,-0.1685572862625122,181.0,0.7359102,0.5673529,-0.12429549512216098,-0.03120431281359552,-0.0010151696578529802,TEFM,79736.0,cg03232753,0.0788645437393949,0.0100744886581706,-0.011446260789543998,2.7164280760033e-17,-0.763010885772508,9.330663153933048e-51
ENSG00000172172,MRPL13,TMDS,0.0159942502167266,0.0006971341937552067,-0.3890278339385986,83.0,1.0400506,0.6510228,-0.07017876740885254,-0.4466211998099629,-0.028068310609877217,MRPL13,28998.0,cg23310975,0.24715848718954198,6.79534638494953e-05,-0.063455579988199,6.01273390430787e-34,-0.6876420504205941,6.182839137425259e-60
ENSG00000172260,NEGR1,TMDS,0.014308588369478412,0.0005880241795676059,0.9249470233917236,81.0,-0.75726414,0.1676829,0.5342374324440983,1.5074286100179617,0.023978298348269228,NEGR1,257194.0,cg24934011,-0.5570283593298571,0.002323285544582,-0.0909217335573725,6.09287355789397e-21,-0.7961311350833051,6.601037011869349e-28
ENSG00000172264,MACROD2,TMDS,0.4646030996479832,0.4322023853512372,-0.2194322943687439,207.0,0.58647895,0.36704665,0.2640903739635786,-0.9415434632690084,0.0,MACROD2,140733.0,0,0.594575350261599,0.0076468948905168,0.0,1.0,-0.761756851720797,2.0290416491919e-37
ENSG00000172586,CHCHD1,TMDS,0.22629162938342964,0.10229621602264627,-0.1887972354888916,162.0,0.13648228,-0.052314955999999996,-0.09123897694465988,-0.14490658866784015,0.0,CHCHD1,118487.0,0,-0.27799697349513597,1.51547192615995e-07,0.0,1.0,-0.812340511687208,3.5023259698473495e-59
ENSG00000172590,MRPL52,TMDS,0.3696836642634998,0.2550495018704594,0.16819463670253754,187.0,0.08561824,0.25381288,0.010696590795503004,0.058553437993630573,-0.007008248361332237,MRPL52,122704.0,cg04556361,-0.0997851764651152,0.027607348239968996,-0.0625967422788962,9.43650199082791e-76,-0.613961857612853,5.5669713304946195e-43
ENSG00000172828,CES3,TMDS,0.008895487070633784,0.00020206303835655133,0.9226359724998474,69.0,-0.039302908,0.8833331,0.09951172298703537,2.4263630970033887,-0.08346579779036363,CES3,23491.0,cg26538442,0.900646944606004,4.4060113102943793e-07,-0.2019932155813361,2.7637611630047402e-36,-0.560265984536419,1.05852440588951e-17
ENSG00000173141,MRPL57,TMDS,0.16686528097896966,0.059223667595275635,0.3859430253505707,150.0,-0.008338431,0.37760459999999996,-0.10721512161122748,0.3214557949141498,-0.003780539870421096,MRPL57,78988.0,cg10776926,-0.0992614794519611,0.0788127596628851,-0.053302220234269004,4.3159806996111296e-11,-0.63678315800104,1.34282397280009e-46
ENSG00000173171,MTX1,TMDS,0.24190285448337395,0.12080080279929385,-0.19341731071472168,166.0,1.0212736999999998,0.8278564,-0.0990487412587402,-0.11371296586873125,-0.14531270523477344,MTX1,4580.0,cg12759597,0.18807735787415697,6.66982753147583e-05,-0.1377125918376441,1.1810661835733099e-18,-0.680388802588997,3.548454189460529e-49
ENSG00000173436,MICOS10,TMDS,0.2029809624493822,0.08594461672825647,-0.1469849944114685,158.0,-0.7208764,-0.8678614,-0.07419925552043727,-0.08939895186775537,0.002163556862751784,MICOS10,440574.0,cg09143185,-0.79883612878884,4.1138287608241094e-79,-0.0838047254230895,1.7947507453245998e-106,-0.8010185010032691,8.5750443923156e-33
ENSG00000173597,SULT1B1,TMDS,0.3010465657654167,0.17695389668901207,0.42294198274612427,176.0,-0.25763053,0.16531146,0.07990411551411591,0.2675777095403356,0.026311192567600058,SULT1B1,27284.0,cg07081725,-0.5541175583161729,2.1306296619421902e-06,-0.2674862055647233,1.2852388263165198e-64,-0.6744142143113979,1.25284096127929e-32
ENSG00000173660,UQCRH,TMDS,0.155355552340339,0.05107579802970049,-0.24662896990776065,147.0,0.13433744,-0.11229154,-0.2595863187429872,-0.15633317802598964,0.17502502390668725,UQCRH,7388.0,cg21576698,-0.243704433321607,0.0001987836143419,0.2209860915385449,1.5272195847178596e-28,-1.0447762471533,5.763128940596188e-63
ENSG00000173915,ATP5MK,TMDS,0.24190285448337395,0.12080080279929385,-0.1596013605594635,166.0,0.30642559999999996,0.14682424,-0.011896771130474935,-0.20819304031608848,-0.003971374952235353,ATP5MK,84833.0,cg06102342,-0.171770195308827,0.0067794426831419,-0.0409070024755325,9.010130627414009e-41,-0.7295418039125601,3.1574175310641503e-38
ENSG00000173930,SLCO4C1,TMDS,0.472404609256032,0.44181302808378575,0.01976392418146133,208.0,-0.06420172,-0.044437795999999995,-0.1776236087369416,0.11131539520042616,-0.033977044733679386,SLCO4C1,353189.0,cg24036612,-0.40322270414480105,0.0003869752468589,-0.0876621545847633,6.989187424634439e-19,-0.7621069387510508,5.83598857102032e-36
ENSG00000174032,SLC25A30,TMDS,0.1617513333532977,0.05640146119417602,-0.26139360666275024,149.0,-0.4275505,-0.6889441,-0.3024667443667438,-0.08144913307479584,0.0,SLC25A30,253512.0,0,-0.7706446043069158,3.2527556610951796e-46,0.0,1.0,-0.702786526429343,2.2520381049910898e-39
ENSG00000174080,CTSF,TMDS,0.3365183701715712,0.21750066515447752,0.1621193289756775,182.0,-0.26937178,-0.10725244,0.08796865817748456,0.17440366349134584,0.0,CTSF,8722.0,0,-0.352198531648675,0.0003470391960612,0.0,1.0,-0.508835980216892,3.9755822637878894e-22
ENSG00000174123,TLR10,TMDS,0.3730495262382881,0.2629464904743102,-0.11998820304870605,188.0,1.7361843999999997,1.6161961999999999,0.014748479668480032,-0.200948592411452,-0.006760881735465796,TLR10,81793.0,cg25840354,1.9598931096619499,9.34849795465164e-38,-0.1582167357736723,3.05292992100663e-34,-1.6215071880618501,3.00350647667944e-26
ENSG00000174173,TRMT10C,TMDS,0.3503672777298819,0.23212377553212601,-0.10394276678562164,184.0,0.13348949,0.029546722999999997,-0.1396665630665639,-0.04968535962840115,-0.038963391969981685,TRMT10C,54931.0,cg11279151,-0.0820595267392103,0.11248306831973501,-0.1385152945609149,1.6061033274739598e-09,-0.7180633908665949,4.151810572039199e-58
ENSG00000174547,MRPL11,TMDS,0.3150704278339274,0.18990546335195624,0.2576671242713928,178.0,0.7101831000000001,0.9678502,-0.09641554448804934,0.2317280517705528,0.0,MRPL11,65003.0,0,0.39008880988442207,3.9358880557300605e-15,0.0,1.0,-0.696955190852073,5.006707138865129e-68
ENSG00000174886,NDUFA11,TMDS,0.1617513333532977,0.05640146119417602,-0.18435780704021454,149.0,-0.12979804,-0.31415585,-0.004903554346887717,-0.14814585627372295,0.0,NDUFA11,126328.0,0,-0.34751726210541195,3.008394884864249e-16,0.0,1.0,-0.874637046625915,7.21693062827799e-52
ENSG00000174917,MICOS13,TMDS,0.3891292137464536,0.2873644131402826,0.09924238920211792,191.0,0.6734423,0.7726847,0.001905293313981038,0.06340572686135718,0.0,MICOS13,125988.0,0,0.205269566661333,5.95853245813307e-05,0.0,1.0,-0.6789333948195191,7.057042025592678e-53
ENSG00000175110,MRPS22,TMDS,0.0967289985989114,0.021441795455300408,-0.3931471109390259,131.0,0.5802392,0.18709207,-0.12234978164341605,-0.2582686955958608,0.010248821738739087,MRPS22,56945.0,cg05255994,-0.0558209379507609,0.23238003070108604,-0.1743089631242886,2.55511157509597e-28,-0.88854425120495,1.92397718327662e-68
ENSG00000175189,INHBC,TMDS,0.047735190778804566,0.005587930178340759,-0.34910207986831665,110.0,1.2595541000000001,0.91045207,0.2736530452191548,-0.3827048430299485,-0.08240424423700074,INHBC,3626.0,cg16973107,0.22559620803422398,0.329240132284847,-0.1584168483492274,4.9049434021080894e-20,-1.1789545760779299,1.84264848397672e-38
ENSG00000175348,TMEM9B,TMDS,0.06421365516002901,0.010235800573454187,-0.3935392200946808,119.0,0.51069415,0.11715493,-0.29383147543814103,-0.13822443685230995,-0.08513767190539015,TMEM9B,56674.0,cg24574546,-0.127089085357999,0.0009154511187327,-0.1075927050999193,2.34310482835285e-14,-0.547815959486995,1.5552652302388996e-43
ENSG00000175445,LPL,TMDS,0.2487600078382616,0.12577405128559674,0.16316954791545868,167.0,0.07164076,0.23481031,-0.07790720771005072,0.5370703213284915,0.06022713339450685,LPL,4023.0,cg13337658,-0.772877475000498,5.84486705465034e-10,-0.1681088277280027,2.87213790859568e-28,-0.538854289195203,3.3037870072993096e-24
ENSG00000175581,MRPL48,TMDS,0.14083396256220945,0.043846190087860976,-0.2134980857372284,144.0,0.28676093,0.07326284,-0.08458154222862335,-0.13663780456780372,-0.015530699864198416,MRPL48,51642.0,cg18552020,-0.167896301844243,0.000222660709436,-0.1479936849099322,4.4358472534015806e-44,-0.5848555830771639,4.13408730198554e-58
ENSG00000176058,TPRN,TMDS,0.17151483566668424,0.06215543857908482,-0.2906421422958374,151.0,-0.1645921,-0.45523423,-0.2503607312440637,-0.22410502684263056,-0.035840745378677374,TPRN,286262.0,cg14214651,-0.64115440530624,4.13310606293177e-08,0.0895331937752347,1.7241385301593e-30,-0.710769067481723,2.8130921474267298e-43
ENSG00000176340,COX8A,TMDS,0.1894532703779128,0.07502632625177617,-0.18192407488822934,155.0,-0.39612785,-0.5780519000000001,-0.11095242318657483,-0.12645632433969214,0.010885394136613066,COX8A,1351.0,cg04912466,-0.5125112526681861,6.797506253260839e-23,-0.0147580829048914,1.2480779499048802e-07,-1.08075676996206,4.92771709237095e-64
ENSG00000176399,DMRTA1,TMDS,0.10121382744374643,0.02407452184527468,0.6946064829826355,133.0,-0.7924489,-0.09784241,0.05875790789431035,0.9995613985300008,-0.050919812883702745,DMRTA1,63951.0,cg14338345,-0.40326875376001703,0.0013887202784258,0.0302242042649533,9.559432849415759e-06,-0.659465350894914,4.3969042214107696e-63
ENSG00000176422,SPRYD4,TMDS,0.10994849036997482,0.026973664511687475,-0.40055277943611145,135.0,0.3237133,-0.07683948,-0.033313676077009524,-0.22396049089683484,0.0,SPRYD4,283377.0,0,-0.221006575343297,5.37788090999092e-08,0.0,1.0,-0.75159358743857,4.0748401931395494e-46
ENSG00000176715,ACSF3,TMDS,0.008420846520090335,0.00016778772642770282,-0.8153688311576843,67.0,0.35521758,-0.46015126,-0.2291974751520985,-0.6452139031286859,0.0963988314915864,ACSF3,197322.0,cg02691035,-0.259624228274564,8.52254182463102e-06,-0.13580165778982098,1.00911895188951e-40,-1.00316381745661,4.5101009802806385e-60
ENSG00000176788,BASP1,TMDS,0.2369516286306508,0.11596760903094115,-0.3000609874725342,165.0,1.3680806,1.0680196000000002,-0.18960178584191836,-0.3869497907044397,0.009055736572963713,BASP1,10409.0,cg16281534,1.13995126561599,4.7585189382746205e-17,-0.2918465170564859,1.43753349234753e-46,-0.635754226748914,1.03453571215375e-21
ENSG00000176946,THAP4,TMDS,0.08340838907514428,0.014957419709614913,-0.4740233421325684,125.0,0.2417766,-0.23224676,-0.3243168919968931,-0.2597904713936869,-0.04686115030863725,THAP4,51078.0,cg10259265,-0.510414316499367,1.86127313649735e-22,-0.2787006490146234,1.1015153582324398e-67,-0.5657319201726011,2.9080556151030298e-21
ENSG00000177034,MTX3,TMDS,0.2590619317024941,0.13614462662322852,-0.2728266417980194,169.0,0.56977487,0.29694822,0.039944979711646116,-0.24109276850999514,-0.009702418930912116,MTX3,345778.0,cg06597940,-0.0116206154223969,0.830967902017381,-0.0240490971962391,6.934600347108991e-17,-0.558390103080427,3.56330110357777e-38
ENSG00000177465,ACOT4,TMDS,0.01615110843588174,0.0008246518628532396,0.7975395917892456,85.0,-0.8583339,-0.060794268,-0.05424951611299633,1.02891376819965,-0.0278831530158356,ACOT4,122970.0,cg26780333,-0.738994925060706,7.88432075651328e-09,0.0552808414861289,3.05967020813198e-30,-0.7066293940705658,1.2549913172868199e-23
ENSG00000177646,ACAD9,TMDS,0.427463551276064,0.34814590602060497,-0.09696108102798462,198.0,0.63937247,0.5424114000000001,0.09432753176529607,-0.099906593962811,-0.004561033311925575,ACAD9,28976.0,cg25793571,0.0495270764920883,0.26307570492664,-0.0395166206549372,4.531009298146489e-87,-0.638072942384348,1.7663837703134398e-45
