ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
BP,GO:0032613,interleukin-10 production,19/2026,62/18862,1.617260979545564e-05,0.0010471764842557,0.0009024464298905854,HMGB1/TYROBP/NOD2/SASH3/LGALS9/PYCARD/VSIR/IL20RB/PRKCZ/TREM2/TNFSF4/IL6/STAT3/TLR9/CD46/BCL3/CD40LG/CD83/MIR145,19,CpG
BP,GO:0050727,regulation of inflammatory response,66/2026,366/18862,1.6786506439613016e-05,0.0010752389124814,0.0009266303554724696,AOAH/IL16/FOXP1/IL1B/S100A8/STING1/DNASE1/SBNO2/FUT7/CCL24/BTK/RB1/MGST2/NR1H3/CNR2/FANCA/C3/CCR2/NOD2/NEAT1/ELANE/PYCARD/S100A12/IL20RB/MIR223/CCR7/NLRP1/GPRC5B/SOCS5/DUSP10/CTSC/TNF/SPATA2/TREM2/TNFSF4/CST7/CASP5/SIRPA/DNASE1L3/AKNA/CELF1/OTULIN/IL10/METRNL/SAA1/SMAD3/OSMR/IL6/DAGLB/PPARG/NMI/SEMA7A/MIR766/GPSM3/TLR9/RORA/NLRP3/BIRC2/CEBPA/NLRP12/GPR31/GRN/FNDC4/ADAM8/MIR145/PIK3AP1,66,CpG
BP,GO:0002718,regulation of cytokine production involved in immune response,23/2026,84/18862,1.7291105054275857e-05,0.0010957777958332,0.0009443305638264656,IL1B/ARG1/BTK/CCR2/NOD2/ATG5/SASH3/CLNK/PRKCZ/TGFB2/GPRC5B/TNF/RSAD2/TNFSF4/LAPTM5/IL10/MALT1/HK1/IL6/SCIMP/SEMA7A/TRAF2/NLRP3,23,CpG
BP,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,39/2026,182/18862,1.8672971048402484e-05,0.0011708935635298,0.0010090645961557,TRIM27/AKAP13/APOL3/IRAK1/ROR1/NOD2/TRIM5/PPM1A/LGALS9/CARD16/S100A12/SLC20A1/CD40/S100B/CCR7/GPRC5B/TNF/LITAF/TRIM13/TRAF5/FYN/TLR6/ANKRD17/MALT1/RIPK2/PELI2/LTBR/NOD1/TRAF2/TLR9/TNIP2/BIRC2/PRKCE/IRAK4/NUP62/CASP10/CASP8/IKBKG/SLC44A2,39,CpG
BP,GO:0002285,lymphocyte activation involved in immune response,40/2026,189/18862,1.9938566376412937e-05,0.0012372295823363,0.0010662323269491,ST3GAL1/LFNG/FOXP1/HMGB1/MYB/RAB27A/EXO1/CD86/MSH6/LGALS9/ZFPM1/LCP1/CD40/PRKCZ/SOCS5/SPN/BATF/CD244/ERCC1/SHLD2/TNFSF4/GAPT/IL10/MSH2/MALT1/RIPK2/GPR183/PLCL2/IL6/HLA-DRA/STAT3/SLC15A4/FCER1G/RORA/NLRP3/CD46/ZBTB7B/BCL3/CD40LG/HLA-DMB,40,CpG
BP,GO:0032231,regulation of actin filament bundle assembly,26/2026,102/18862,2.026632183735581e-05,0.0012446028781972,0.0010725865610502,SORBS3/FERMT2/PLEK/EVL/LIMK1/RDX/ARAP1/CARMIL1/SYNPO2/F11R/ACTG1/GPR65/TGFBR1/SFRP1/ARHGEF10/PPFIA1/SLC9A1/TJP1/SMAD3/SYNPO2L/WAS/EPHA1/LIMCH1/CDC42/NRP1/MET,26,CpG
BP,GO:0002819,regulation of adaptive immune response,37/2026,170/18862,2.1074121743873617e-05,0.0012810055431454,0.0011039580208901,TRIM27/IRF7/IL1B/HMGB1/ARG1/CYRIB/FUT7/BTK/ADCY7/C3/CCR2/NOD2/SASH3/PYCARD/IL20RB/CD40/PRKCZ/SOCS5/DUSP10/TNF/AZGP1/RSAD2/SHLD2/TNFSF4/IL10/MSH2/MALT1/RIPK2/IL6/HLA-DRA/SLC15A4/WAS/TRAF2/NLRP3/ZBTB7B/KLRD1/IL7R,37,CpG
BP,GO:0071674,mononuclear cell migration,40/2026,190/18862,2.2678773414894684e-05,0.0013646207397225,0.0011760167777186,HMGB1/FUT7/CCL25/CCL24/CCR2/LGALS9/GCSAML/PYCARD/CRK/S100A12/CCR7/SPN/TNF/C5AR1/THBS1/MYO1G/CCL26/CCL23/SIRPA/F11R/STK10/CCL22/JAML/LGMN/ITGB7/ZAP70/AIF1/SAA1/GCSAM/PIK3CD/GPR183/IL6/TRPM2/CXCR3/ANO6/ADAM17/CXCR1/WNK1/CDC42/ADAM8,40,CpG
BP,GO:0051251,positive regulation of lymphocyte activation,64/2026,356/18862,2.4692774716456483e-05,0.0014709485898593,0.0012676490767595,PTPN22/RUNX1/PIK3R6/GRB2/IL1B/HMGB1/MYB/CYRIB/BTK/TYROBP/BTLA/ZBTB16/CCR2/NOD2/CD86/MAP3K8/SASH3/LGALS9/PYCARD/ZMIZ1/VSIR/CD40/CD6/CCR7/PRKCZ/RHOH/SOCS5/DUSP10/TOX/SHLD2/TNFSF4/SRC/IGLL1/SIRPA/TGFBR2/FYN/ZAP70/AIF1/IL10/MSH2/MALT1/RIPK2/GPR183/SLC39A10/NCKAP1L/IL6/HLA-DRA/SHH/CD38/TLR9/NLRP3/LILRB2/TNIP2/PRKDC/CD46/ZBTB7B/INPP5D/CDC42/CD40LG/PCID2/CD83/ADAM8/HLA-DMB/IL7R,64,CpG
BP,GO:0002700,regulation of production of molecular mediator of immune response,33/2026,146/18862,2.57485309255351e-05,0.0015070610319553,0.00129877042539,PTPN22/IL1B/ARG1/BTK/CCR2/NOD2/ATG5/SASH3/CLNK/CD40/PRKCZ/TGFB2/GPRC5B/TNF/CD244/RSAD2/SHLD2/TNFSF4/LAPTM5/IL10/MSH2/MALT1/HK1/IL6/SCIMP/SLC15A4/SEMA7A/TRAF2/TLR9/NLRP3/PRKDC/CD22/CD40LG,33,CpG
BP,GO:0032147,activation of protein kinase activity,60/2026,328/18862,2.580497318439561e-05,0.0015070610319553,0.00129877042539,NTRK3/MAPK8IP3/IL1B/CAB39/HMGB1/RPTOR/IRAK1/PRKAG2/ADCY7/GPRC5A/NOD2/CD86/MAP3K8/GRM4/KSR1/CRK/ADCY9/STK3/PRKCZ/TGFB2/GPRC5B/STRADA/INSR/TNFRSF10A/BRAF/TNF/MAP3K13/MAP3K2/C5AR1/MLKL/PAK6/THBS1/SRC/DLG1/IQGAP3/AVPI1/LAMTOR2/TGFBR2/MAPKAP1/TGFBR1/TLR6/PRKAR1B/MALT1/SAA1/DAB2IP/RIPK2/PDGFC/NCKAP1L/MIR143/ADCY3/IRAK2/NOD1/MAP2K5/TP73/WNK1/TRAF2/TGFA/CD40LG/STK11/IKBKG,60,CpG
BP,GO:0110020,regulation of actomyosin structure organization,25/2026,98/18862,2.8616470931309765e-05,0.0016550322071632,0.0014262905337966,AKAP13/SORBS3/PROX1/FERMT2/EVL/LIMK1/ARAP1/CARMIL1/F11R/ACTG1/GPR65/TGFBR1/SFRP1/ARHGEF10/PPFIA1/SLC9A1/TJP1/SMAD3/SYNPO2L/WAS/EPHA1/LIMCH1/CDC42/NRP1/MET,25,CpG
BP,GO:0070372,regulation of ERK1 and ERK2 cascade,56/2026,301/18862,2.895492393513888e-05,0.0016575889830458,0.0014284939381911,PTPN22/IL1B/HMGB1/GNAI2/SPRED2/FERMT2/CCL25/CCL24/PSCA/P2RY6/CD44/NOD2/RGS14/LGALS9/PYCARD/CCR7/PRKCZ/DUSP10/BRAF/TNF/NECAB2/FGFR2/CASR/C5AR1/ERRFI1/TREM2/SRC/CCL26/CCL23/TBC1D10C/SIRPA/DLG1/NPTN/ARRB2/AKAP12/CCL22/DAB2IP/RIPK2/PDGFC/GPR183/TIMP3/DSTYK/PDGFA/SCIMP/NOD1/SEMA7A/GPR55/WNK2/SPRED1/CNKSR3/FGFR3/NRP1/DENND2B/CHRNA9/TIAM1/MIR145,56,CpG
BP,GO:0002456,T cell mediated immunity,26/2026,104/18862,2.921719711596695e-05,0.0016575889830458,0.0014284939381911,RFTN1/IL1B/HMGB1/ARG1/CYRIB/FUT7/RAB27A/CCR2/NOD2/SASH3/IL20RB/PRKCZ/CTSC/AZGP1/RSAD2/MYO1G/TNFSF4/MALT1/IL6/HLA-DRA/WAS/TRAF2/NLRP3/CD46/KLRD1/IL7R,26,CpG
BP,GO:0045123,cellular extravasation,20/2026,70/18862,3.0713394268491975e-05,0.0017260348080887,0.0014874798793191,FUT7/CCL25/CCR2/ELANE/FUT4/CRK/SPN/TNF/SIRPA/F11R/JAML/ITGB7/SELPLG/ST3GAL4/PIK3CD/AZU1/PRTN3/CX3CR1/ADAM8/PLVAP,20,CpG
BP,GO:0043254,regulation of protein-containing complex assembly,76/2026,446/18862,3.1158809101874084e-05,0.0017347011758865,0.001494948470141,TRIM27/GRB2/PMEPA1/ANKRD27/HMGB1/CSF2/FERMT2/CYRIB/STX1A/PLEK/CCL24/SORL1/RB1/CAPZB/SPIDR/FLII/CYFIP1/PPM1A/EVL/TBCD/MAPT/BID/CAPZA1/PYCARD/ERCC3/LCP1/SPTBN4/CYRIA/ARPC1B/RDX/ATAT1/CCR7/SAR1A/PRKCZ/BMF/TNF/CTNNBIP1/CARMIL1/MAPK15/ASAP1/KANK3/ERCC1/DCTN1/SRC/CCL26/GTF2H3/DLG1/STXBP1/CTTN/FCHSD2/CAMSAP1/TLR6/DAB2IP/CDC42EP3/CLU/NCKAP1L/MAPRE1/BAIAP2/FBLIM1/WHAMM/WAS/LMO4/TRAF2/CAPG/BIRC2/PRKCE/PSRC1/MPP7/CDC42/ARFIP2/VILL/DDB1/STXBP5/RPA2/MET/CKAP5,76,CpG
BP,GO:0007265,Ras protein signal transduction,61/2026,338/18862,3.364645127822586e-05,0.0018558510209665,0.0015993542191413,RREB1/AKAP13/GRB2/ARHGAP17/RB1/RHOG/FLOT1/RAB42/CYFIP1/ERAS/ARHGEF3/KSR1/NF1/ELMO1/CDH13/CRK/ARHGAP44/LIMK1/RDX/RHOH/ARHGEF1/TGFB2/CYTH1/DOK2/LAT/G3BP2/STK19/GPR35/SYNGAP1/CNKSR1/STARD13/DOK1/TIMP2/F11R/IQGAP3/GPR65/MAPKAP1/AIF1/ARHGEF10/DAB2IP/CDC42EP3/ARHGDIB/MYO9B/PSD/SYNPO2L/GPR55/WAS/SHOC2/PSD3/ABL2/CDC42/NUP62/NISCH/DENND4B/RASGRF1/ARHGEF28/NRP1/TIAM1/F2RL2/GPR199P/MET,61,CpG
BP,GO:0006650,glycerophospholipid metabolic process,62/2026,346/18862,3.630006026155647e-05,0.0019725115104338,0.0016998910854785,LPCAT1/PIK3R6/LPCAT2/CAPN2/MBOAT7/PIK3R3/PGAP2/SERINC5/SMG1/SCARB1/PITPNM2/MFSD2A/PLCB2/MTMR3/OSBPL10/PLEK/SLC44A4/AGPAT1/NR1H3/PLEKHA2/PIK3R2/PIP4K2A/PIP4P1/SBF1/GDPD1/AGPAT3/DGKZ/ENPP2/SOCS5/OSBPL5/VAC14/ABHD16B/INPP5A/DGKG/DGKD/MBOAT1/NAAA/PLA1A/ABHD12B/PNPLA7/STOML2/PISD/PIK3CD/ABHD6/PDGFA/INPP4A/PIGG/INPP5B/PCYT2/PIGB/ACSL3/TTC7A/INPP5D/PGS1/PEMT/BMX/PTDSS2/ABHD5/DDHD2/AGPAT5/SLC44A2/PIGX,62,CpG
BP,GO:0034163,regulation of toll-like receptor 9 signaling pathway,7/2026,11/18862,3.642374788445869e-05,0.0019725115104338,0.0016998910854785,PTPN22/HMGB1/GRAMD4/RSAD2/RTN4/SLC15A4/TLR9,7,CpG
BP,GO:0050764,regulation of phagocytosis,24/2026,94/18862,4.042629846092141e-05,0.0021695446840694,0.0018696923432329,IL1B/HMGB1/SCARB1/RAB27A/C3/NOD2/ATG5/PTPRJ/PYCARD/CAMK1D/TNF/TREM2/FGR/SIRPA/TUB/C2/NCKAP1L/AZU1/ANO6/PPARG/FCER1G/LMAN2/MYO18A/PRTN3,24,CpG
BP,GO:0008347,glial cell migration,16/2026,50/18862,4.1180273276354056e-05,0.0021735409486982,0.0018731362849193,EPHA4/MBOAT7/CCR2/HEXB/ZMIZ1/TGFB2/CD9/SYNE2/TREM2/DAB2IP/RTN4/GPR183/AZU1/IDH2/CX3CR1/TIAM1,16,CpG
BP,GO:0032609,interferon-gamma production,27/2026,112/18862,4.145107902140855e-05,0.0021735409486982,0.0018731362849193,PTPN22/TRIM27/IL1B/HMGB1/CYRIB/SCRIB/CCR2/NOD2/SASH3/LGALS9/PYCARD/ZFPM1/VSIR/IL20RB/CCR7/SPN/TNF/CD244/TNFSF4/SIRPA/LAPTM5/CEBPG/IL10/RIPK2/INHBA/TLR9/BCL3,27,CpG
BP,GO:0007229,integrin-mediated signaling pathway,26/2026,106/18862,4.159537823595691e-05,0.0021735409486982,0.0018731362849193,ITGB6/ITGAE/TSPAN32/FYB1/FERMT3/FERMT2/PRAM1/PLEK/DOCK1/ITGA2B/MPIG6B/ITGAD/LAT/SRC/FGR/ITGB5/LAMA3/TLN1/ITGB7/ITGAM/DST/CCM2/SEMA7A/CDC42/CD40LG/NRP1,26,CpG
BP,GO:0002695,negative regulation of leukocyte activation,38/2026,182/18862,4.345291372554643e-05,0.0022508609309833,0.0019397698877756,PTPN22/RUNX1/TSPAN32/HMGB1/ARG1/LAG3/SCRIB/BTK/MAD1L1/TYROBP/NR1H3/CNR2/CCR2/CD86/LGALS9/VSIR/IL20RB/CLNK/IL31RA/SOCS5/SPN/TNFSF4/FGR/TBC1D10C/ARG2/CST7/VSIG4/DLG1/LAPTM5/SFRP1/IL10/INHBA/SHH/LILRB2/ZBTB7B/INPP5D/GRN/VTCN1,38,CpG
BP,GO:0051492,regulation of stress fiber assembly,23/2026,89/18862,4.728612920856965e-05,0.002428305790478,0.0020926901284046,SORBS3/FERMT2/EVL/LIMK1/ARAP1/CARMIL1/F11R/ACTG1/GPR65/TGFBR1/SFRP1/ARHGEF10/PPFIA1/SLC9A1/TJP1/SMAD3/SYNPO2L/WAS/EPHA1/LIMCH1/CDC42/NRP1/MET,23,CpG
BP,GO:0046634,regulation of alpha-beta T cell activation,25/2026,101/18862,4.932928960663152e-05,0.0025115775913393,0.0021644529501713,PTPN22/RUNX1/HMGB1/MYB/ZBTB16/CCR2/CD86/SASH3/LGALS9/VSIR/PRKCZ/SOCS5/TNFSF4/ARG2/TGFBR2/ZAP70/MALT1/RIPK2/NCKAP1L/HLA-DRA/SHH/NLRP3/ZBTB7B/PRDM1/CD83,25,CpG
BP,GO:0002709,regulation of T cell mediated immunity,21/2026,78/18862,5.201046894944271e-05,0.0026256471485748,0.0022627569765069,IL1B/HMGB1/ARG1/CYRIB/FUT7/CCR2/NOD2/SASH3/IL20RB/PRKCZ/AZGP1/RSAD2/TNFSF4/MALT1/IL6/HLA-DRA/WAS/TRAF2/NLRP3/KLRD1/IL7R,21,CpG
BP,GO:0050766,positive regulation of phagocytosis,19/2026,67/18862,5.392580491700807e-05,0.002661872236576,0.0022939754022744,IL1B/RAB27A/C3/NOD2/PTPRJ/PYCARD/CAMK1D/TNF/TREM2/SIRPA/TUB/C2/NCKAP1L/AZU1/ANO6/PPARG/FCER1G/LMAN2/MYO18A,19,CpG
BP,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",19/2026,67/18862,5.392580491700807e-05,0.002661872236576,0.0022939754022744,RUNX1/HMGB1/MYB/CD86/SASH3/LGALS9/VSIR/PRKCZ/SOCS5/TNFSF4/ARG2/TGFBR2/MALT1/RIPK2/NCKAP1L/HLA-DRA/NLRP3/ZBTB7B/CD83,19,CpG
BP,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",16/2026,51/18862,5.406858160579121e-05,0.002661872236576,0.0022939754022744,RUNX1/HMGB1/MYB/CD86/SASH3/LGALS9/PRKCZ/SOCS5/TNFSF4/MALT1/RIPK2/NCKAP1L/HLA-DRA/NLRP3/ZBTB7B/CD83,16,CpG
BP,GO:1901184,regulation of ERBB signaling pathway,24/2026,96/18862,5.8343931154685584e-05,0.002846056910085,0.0024527039485584,HGS/GRB2/AREG/ARHGEF7/RHBDF1/GPRC5A/PTPRJ/PTK6/CDH13/SOCS5/ARAP1/ERRFI1/DGKD/DOK1/MVB12B/LGMN/DAB2IP/RTN4/ADAM17/STAM2/TGFA/CDC42/NUP62/SHKBP1,24,CpG
BP,GO:0045639,positive regulation of myeloid cell differentiation,25/2026,102/18862,5.876531810314941e-05,0.002846056910085,0.0024527039485584,RUNX1/SMAP1/HMGB1/OCSTAMP/FAXDC2/TESC/RB1/TYROBP/SLC9B2/GPR68/CD101/DCSTAMP/TNF/CTNNBIP1/MED1/TREM2/ARNT/RCOR1/NCKAP1L/STAT3/INHBA/PRKDC/INPP5D/CASP8/MIR145,25,CpG
BP,GO:0071900,regulation of protein serine/threonine kinase activity,81/2026,492/18862,5.994597617526003e-05,0.0028798240328711,0.0024818041239961,PTPN22/NTRK3/EPHA4/PIK3R6/HGS/AKAP13/MAPK8IP3/IL1B/CAB39/SPRED2/PROX1/RPTOR/FERMT2/IRAK1/SORL1/RB1/PRKAG2/NOD2/ELANE/RGS14/PTPRJ/GRM4/KSR1/NF1/CCND3/PRKAG1/PYCARD/S100A12/STK3/CD40/CCNY/SFN/DUSP10/STRADA/INSR/TNF/MAP3K13/MAP3K2/C5AR1/MLKL/THBS1/SRC/MACROH2A1/IQGAP3/AVPI1/CDC25C/YWHAG/MNAT1/SFRP1/TLR6/PRKAR1B/SAA1/UVRAG/DAB2IP/RIPK2/PDGFC/UCHL1/CCNYL2/PDGFA/IRAK2/CCNG2/NOD1/MAP2K5/ADAM17/DTNBP1/TP73/TRAF2/TGFA/TLR9/CEBPA/ATP2B4/PSRC1/SPRED1/CCNO/NUP62/CD40LG/DAZAP2/IKBKG/ADAM8/TIAM1/SLC8A1,81,CpG
BP,GO:0052547,regulation of peptidase activity,76/2026,455/18862,6.175862921825747e-05,0.0029431692340252,0.0025363943974521,EPHA4/ASPH/RPS6KA1/ANP32B/AIM2/MAPK12/S100A8/HMGB1/P2RX1/ARL6IP1/TNFAIP8/SPINK13/DNAJB6/PSMB9/SORL1/ITIH5/C3/CD44/LGALS9/MAPT/BID/PI16/CARD16/PYCARD/MIR339/VSIR/ANXA2/ANTXR1/NLRP1/MBP/SFN/TNFRSF10A/SLPI/TNF/GRAMD4/THBS1/APLP2/UMODL1/SRC/CST7/DELE1/TIMP2/LAPTM5/ARRB2/PSMD14/FYN/LGMN/ABCA2/CSTA/RARRES1/MALT1/RIPK2/SMAD3/TIMP3/STAT3/PPARG/FAM162A/PDCD6/NOD1/WDR35/MAP2K5/CRADD/SERPINA12/PDCD5/TRAF2/NLRP3/BIRC2/NLRP12/CARD18/GRN/SERPINB9/CASP10/PCID2/CASP8/PSMB8/ITIH1,76,CpG
BP,GO:0007398,ectoderm development,9/2026,19/18862,6.319440563264525e-05,0.0029876910662989,0.0025747628761103,VPS52/ZBTB17/SMURF1/GRHL3/ITGAM/SHH/ZBTB7B/STX2/MIR145,9,CpG
BP,GO:0030099,myeloid cell differentiation,71/2026,419/18862,6.71641522016345e-05,0.0031503689343711,0.0027149570682749,PTBP3/ITGB6/RUNX1/CEBPE/IRF7/FOXP1/SMAP1/HMGB1/CBFA2T3/OCSTAMP/MAEA/CSF2/SBNO2/FAXDC2/TESC/RB1/SPI1/TYROBP/ITGA2B/ZBTB16/GP1BA/SLC9B2/PIP4K2A/MPIG6B/ZFPM1/MIR223/ANXA2/GPR68/KMT2E/IL31RA/FBN1/CCR7/CD101/DCSTAMP/TNF/CTNNBIP1/VPS33A/BATF/MED1/THBS1/TREM2/SRC/LRRK1/ZNF385A/ARNT/TGFBR2/SFRP1/CEBPG/RCOR1/MITF/PIK3CD/GPR183/RASSF2/NCKAP1L/STAT3/INHBA/PPARG/LTBR/GPR55/KMT2D/CEBPA/PRKDC/INPP5D/CDC42/PRTN3/ASH2L/CASP8/EPAS1/SMAD5/MIR145/KLF13,71,CpG
BP,GO:0001774,microglial cell activation,15/2026,47/18862,7.370540050119975e-05,0.0034035896960127,0.0029331802386319,TYROBP/MAPT/CTSC/TNF/TLR1/C5AR1/TREM2/CST7/TLR6/AIF1/ITGAM/CLU/AZU1/IL6/GRN,15,CpG
BP,GO:0097028,dendritic cell differentiation,15/2026,47/18862,7.370540050119975e-05,0.0034035896960127,0.0029331802386319,ITGB6/HMGB1/CSF2/SPI1/LGALS9/MIR223/CCR7/DCSTAMP/BATF/TREM2/TGFBR2/TRPM2/LTBR/LILRB2/PRTN3,15,CpG
BP,GO:0010952,positive regulation of peptidase activity,40/2026,200/18862,7.639195098043606e-05,0.0034737927632859,0.0029936805538898,EPHA4/ASPH/ANP32B/AIM2/MAPK12/S100A8/HMGB1/P2RX1/LGALS9/MAPT/BID/PYCARD/VSIR/ANTXR1/NLRP1/MBP/TNFRSF10A/TNF/GRAMD4/LAPTM5/PSMD14/FYN/LGMN/MALT1/RIPK2/SMAD3/STAT3/PPARG/FAM162A/PDCD6/NOD1/WDR35/CRADD/PDCD5/TRAF2/NLRP3/NLRP12/GRN/CASP10/CASP8,40,CpG
BP,GO:0050866,negative regulation of cell activation,40/2026,200/18862,7.639195098043606e-05,0.0034737927632859,0.0029936805538898,PTPN22/RUNX1/TSPAN32/HMGB1/ARG1/LAG3/SCRIB/BTK/MAD1L1/TYROBP/NR1H3/CNR2/CCR2/CD86/LGALS9/VSIR/IL20RB/CLNK/IL31RA/SOCS5/SPN/CD9/TNFSF4/FGR/TBC1D10C/ARG2/CST7/VSIG4/DLG1/LAPTM5/SFRP1/IL10/PDGFA/INHBA/SHH/LILRB2/ZBTB7B/INPP5D/GRN/VTCN1,40,CpG
BP,GO:0090630,activation of GTPase activity,27/2026,116/18862,7.94268164844765e-05,0.0035844359530153,0.0030890317702933,CORO1C/NTRK3/TBC1D2B/TBC1D9B/ABR/TBC1D16/SCRIB/RHOG/ARHGAP22/TBC1D28/TBC1D2/RAP1GAP2/CRK/SIPA1L1/NGEF/CCR7/TBC1D1/TIAM2/TBC1D10C/GPR65/GARNL3/ARHGEF10/ARHGAP25/EPHA1/RASGRF1/TBC1D7/TIAM1,27,CpG
BP,GO:0050670,regulation of lymphocyte proliferation,43/2026,221/18862,8.192027748234606e-05,0.0036691661124987,0.0031620513912259,PTPN22/IL1B/HMGB1/ARG1/SCRIB/BTK/MAD1L1/TYROBP/CCR2/CD86/SASH3/LGALS9/PYCARD/VSIR/IL20RB/CD40/CD6/SPN/TNFSF4/ARG2/VSIG4/DLG1/TGFBR2/ZAP70/AIF1/IL10/RIPK2/GPR183/SLC39A10/NCKAP1L/IL6/IKZF3/SHH/CD38/TLR9/LILRB2/CD46/ZBTB7B/CD22/INPP5D/CD40LG/HLA-DMB/VTCN1,43,CpG
BP,GO:0070371,ERK1 and ERK2 cascade,57/2026,320/18862,8.69056762655372e-05,0.0038634112948791,0.003329449985444,PTPN22/IL1B/HMGB1/GNAI2/SPRED2/FERMT2/CCL25/CCL24/PSCA/P2RY6/CD44/NOD2/RGS14/LGALS9/PYCARD/CCR7/PRKCZ/DUSP10/BRAF/TNF/NECAB2/FGFR2/CASR/C5AR1/ERRFI1/TREM2/SRC/CCL26/CCL23/TBC1D10C/SIRPA/DLG1/IQGAP3/NPTN/ARRB2/AKAP12/CCL22/DAB2IP/RIPK2/PDGFC/GPR183/TIMP3/DSTYK/PDGFA/SCIMP/NOD1/SEMA7A/GPR55/WNK2/SPRED1/CNKSR3/FGFR3/NRP1/DENND2B/CHRNA9/TIAM1/MIR145,57,CpG
BP,GO:1990266,neutrophil migration,28/2026,123/18862,8.95809988409206e-05,0.0039528445192249,0.0034065226615763,S100A8/FUT7/CCL25/CCL24/RHOG/NOD2/S100A12/MIR223/CCR7/RHOH/TGFB2/CAMK1D/C5AR1/UMODL1/CCL26/CCL23/CCL22/JAML/PF4V1/SAA1/PIK3CD/NCKAP1L/CXCR1/FCER1G/PRTN3/IRAK4/ADAM8/THBS4,28,CpG
BP,GO:0002720,positive regulation of cytokine production involved in immune response,16/2026,53/18862,9.0845641798571e-05,0.0039791727073094,0.0034292120360033,IL1B/NOD2/SASH3/CLNK/PRKCZ/GPRC5B/RSAD2/TNFSF4/LAPTM5/MALT1/HK1/IL6/SCIMP/SEMA7A/TRAF2/NLRP3,16,CpG
BP,GO:0002286,T cell activation involved in immune response,26/2026,111/18862,9.554707788310204e-05,0.0041545543280995,0.0035803541977402,FOXP1/HMGB1/MYB/RAB27A/CD86/LGALS9/ZFPM1/LCP1/PRKCZ/SOCS5/SPN/BATF/TNFSF4/MALT1/RIPK2/GPR183/IL6/HLA-DRA/STAT3/FCER1G/RORA/NLRP3/CD46/ZBTB7B/BCL3/HLA-DMB,26,CpG
BP,GO:0010950,positive regulation of endopeptidase activity,37/2026,182/18862,9.795203309012648e-05,0.0042269101740481,0.0036427097565593,EPHA4/ASPH/ANP32B/AIM2/S100A8/HMGB1/P2RX1/LGALS9/MAPT/BID/PYCARD/VSIR/NLRP1/MBP/TNFRSF10A/TNF/GRAMD4/LAPTM5/PSMD14/FYN/LGMN/MALT1/RIPK2/SMAD3/STAT3/PPARG/FAM162A/PDCD6/NOD1/WDR35/CRADD/PDCD5/TRAF2/NLRP3/NLRP12/CASP10/CASP8,37,CpG
BP,GO:0002367,cytokine production involved in immune response,23/2026,93/18862,9.863026929539905e-05,0.0042269101740481,0.0036427097565593,IL1B/ARG1/BTK/CCR2/NOD2/ATG5/SASH3/CLNK/PRKCZ/TGFB2/GPRC5B/TNF/RSAD2/TNFSF4/LAPTM5/IL10/MALT1/HK1/IL6/SCIMP/SEMA7A/TRAF2/NLRP3,23,CpG
BP,GO:0034142,toll-like receptor 4 signaling pathway,14/2026,43/18862,9.988480141591802e-05,0.0042500983002473,0.0036626930564318,PTPN22/HMGB1/IRAK1/NR1H3/TNIP3/LY96/ITGAM/DAB2IP/RIPK2/SCIMP/NMI/PRKCE/WDFY1/PIK3AP1,14,CpG
BP,GO:0032944,regulation of mononuclear cell proliferation,43/2026,223/18862,0.00010150098932541152,0.0042627829362321,0.0036736245513909,PTPN22/IL1B/HMGB1/ARG1/SCRIB/BTK/MAD1L1/TYROBP/CCR2/CD86/SASH3/LGALS9/PYCARD/VSIR/IL20RB/CD40/CD6/SPN/TNFSF4/ARG2/VSIG4/DLG1/TGFBR2/ZAP70/AIF1/IL10/RIPK2/GPR183/SLC39A10/NCKAP1L/IL6/IKZF3/SHH/CD38/TLR9/LILRB2/CD46/ZBTB7B/CD22/INPP5D/CD40LG/HLA-DMB/VTCN1,43,CpG
BP,GO:0036035,osteoclast development,8/2026,16/18862,0.00010161409718733688,0.0042627829362321,0.0036736245513909,FOXP1/TYROBP/SLC9B2/ANXA2/GPR68/FBN1/SRC/LRRK1,8,CpG
BP,GO:0002726,positive regulation of T cell cytokine production,9/2026,20/18862,0.00010395833186328766,0.0043306278525147,0.0037320926352392,IL1B/SASH3/PRKCZ/RSAD2/TNFSF4/MALT1/IL6/TRAF2/NLRP3,9,CpG
BP,GO:0045834,positive regulation of lipid metabolic process,32/2026,150/18862,0.00011029301359974932,0.004562607513984,0.0039320104336694,CAPN2/IL1B/SCARB1/MFSD2A/NR1H3/NOD2/ABCG1/PNPLA2/DGKZ/CCR7/ABCD1/TNF/SREBF1/SRC/FGR/MID1IP1/CPT1A/STOML2/ELOVL5/DAGLB/ABHD6/IRS1/PPARG/AMBRA1/SCAP/ACSL3/PRKCE/LDLRAP1/CDC42/ABHD5/FGFR3/SORBS1,32,CpG
