ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
BP,GO:0048562,embryonic organ morphogenesis,230/10642,277/18862,2.165401486318788e-21,9.81854902510833e-19,6.471782637682092e-19,HOXD3/TBR1/SLC44A4/ATP8A2/LRP6/PLS1/LBX1/HOXB6/SOX11/IFT140/DLX5/EPHA2/SOX17/ZIC1/COL11A1/TBX15/NOTCH1/SPRY2/TBX1/LRIG1/ZIC3/TWIST1/ALX4/FOXF1/TFAP2A/SIX2/RARB/DSCAML1/SOBP/OTX1/LHX1/PAX5/HMX2/MSX1/ACVR1/NEUROG1/TBX22/HMX3/HOXC4/SHH/SATB2/GATA4/HOXA7/KCNQ4/HOXD10/NDRG4/TBX2/TULP3/SIX1/PHACTR4/PROX1/POU3F4/FOXH1/NTN1/PDGFRA/BMP4/HOXA3/GNAS/MAFB/KDM2B/FOXI1/WNT5A/DYNC2I1/TBX18/ID2/GATA3/DLX6/COL2A1/FOXC2/OSR1/TPRN/HOXB3/HOXA9/FGFR2/NEUROD1/PDZD7/MMP14/GRHL2/HAND1/MDFI/CCDC40/HOXB4/FOXN4/CHRNA9/USH1C/FZD2/SMAD3/EOMES/RIPOR2/USH1G/GLI2/FRS2/TBX20/CRB2/WNT1/RNF207/FOXE1/HOXD9/HOXC9/CTNNB1/MAPK3/FOXF2/ALX1/OSR2/MYO7A/HLX/ATOH1/RBPMS2/FOXG1/HOXA2/GLI3/DLX2/TBX21/PAX2/CHD7/NOTO/MMP16/TCF21/HOXB7/NDST1/EFEMP1/NKX2-5/CHST11/RYR2/IFT52/VAX2/FOLR1/WNT16/MYO3B/PRRX1/HES1/GATA2/MYO3A/FRZB/FBN2/HOXA4/PAX8/NODAL/SMO/SHOX2/TMIE/FGF8/MEF2C/WHRN/OVOL2/IFT57/ATP6V1B1/EFNA1/GSC/TTC39C/HOXA11/HAND2/DNAAF1/ALX3/TRIOBP/SIX3/RPL38/PTK7/RBP4/TBX3/TCAP/HYAL1/MYF5/SOX9/SIX4/DLL1/HPN/FGF10/GBX2/ALDH1A3/CHRNA10/NKX3-2/WNT9B/MEGF8/EPHB2/IFT172/MED12/RARG/ROR2/VANGL2/PSEN1/LHFPL5/CLRN1/BMP7/HOXA5/HOXB2/MICAL2/HOXD4/NOG/YAP1/TGFBR1/ENG/WNT11/MTHFD1/MTHFD1L/WNT3A/DVL1/GRHL3/RDH10/SRF/SUFU/DVL2/TGFBR2/MKKS/IRX5/BBS5/POU4F3/TGFB3/SOX18/MYO6/TH/TEAD2/EIF4A3/EDN1/HIF1A/FBN1/MFAP2/PCGF2/HIPK2/SLC9A3R1/CTHRC1/PKD2/SLITRK6/FUZ/SETD2/IHH/GLI1/CEP290/WDPCP/TBX6,230,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0060284,regulation of cell development,371/10642,485/18862,8.175679604445326e-21,3.4599476086012616e-18,2.280584310713697e-18,DAB1/RTN4/RFLNA/DCC/HEYL/PAX6/SOX11/PLXNA1/ADCYAP1/LIMS2/DMRTA2/ADD1/NR2E1/NOTCH1/TRIB1/PLXNB1/BNC1/SEMA6D/LRP8/TLX2/PLXNB2/PRKCH/RET/RAB11A/CYFIP1/TP73/SOX8/SEMA7A/CUX1/NKX6-1/MAP2K1/SEMA3D/DISC1/CXCL12/CAV3/PAK3/FGF13/SEMA6A/OPA1/HDAC4/MAN2A1/SERPINE2/TACSTD2/SHH/CTNNA1/SKI/IL34/MAP3K13/L1CAM/ATP6AP1/LINGO1/EPHA4/NKX6-2/MAP6/LTF/XRCC5/RAPGEF2/DIO3/PLXNB3/HES3/DUSP10/CUX2/CLDN5/WNT3/DLX1/PLXNA2/NTN1/TNFSF11/BMP4/DMTN/STK11/BHLHB9/SYNGAP1/SEMA4G/TCP11/WNT5A/LPAR3/THRB/WNT7A/ISLR2/BHLHE40/FEZF1/STK25/WNT2/NEDD9/DLL4/HOXB3/IST1/CSPG5/ZNF365/TRIM46/CIB1/MDK/ETV5/EGR2/BDNF/SOX10/TIAM2/MACF1/OTP/SORL1/NFATC4/SLITRK1/PTN/GJC2/RGS14/FERMT2/S1PR2/HEY2/CX3CL1/DICER1/EDNRB/LIMS1/RHEB/DAAM2/PTPRS/POU4F1/SEMA3B/TTBK1/FEZF2/MCF2/MIR125B1/PLXND1/GPR37L1/PROC/SMARCD3/CTNNB1/CAMK2B/HDAC9/FBXW8/NEURL1/AXIN2/LIN28A/SEMA5B/PLXNA4/HELT/POU4F2/FOXG1/GLI3/NF1/DLX2/SEMA4A/CHD7/DNM2/ABL1/SEMA4B/CHODL/OBSL1/ASCL2/RAC1/APOA1/RREB1/DLL3/ITPKA/CCL11/TNR/GPER1/PREX1/ROBO2/TRPC6/LDLR/ACTN4/RUFY3/GPR68/BRINP1/NTRK2/OLIG2/SLIT2/HES1/VAX1/DIP2B/SPART/TENM4/ROCK2/FRZB/PDE3A/PRTG/RELA/PER2/GSX2/RNF112/FBLN1/NODAL/PLXNA3/TRPC5/FSTL4/SMO/KALRN/SPINT1/SHOX2/ROBO1/TGFB1/TRIM11/HES2/CDKL5/PPARG/POSTN/RYK/THY1/SEMA4C/FBXW7/RAC3/OPRM1/BMPR1A/DCT/SHTN1/SMAD7/HAP1/CDH5/NIBAN2/HOXA11/LIMK1/SEMA6C/PPP3CA/TRIOBP/MAPT/MYADM/SEMA3E/XRCC2/HOOK3/NIN/MT3/RCC2/NKX2-2/NRP1/LYN/FAIM/GSK3A/MYF5/MYOD1/DLL1/PPP1CC/MTOR/FBXO31/IGF1/CDH4/TNFRSF1B/SEMA6B/SHANK3/EZH2/HES5/SERPINF1/HES7/SPRY4/SPEN/PLXNC1/YTHDF2/LIG4/CERS2/PRPF19/HAS2/BAD/SEMA3C/ASPA/PTPRZ1/NPPC/PTPRD/DSCAM/MEGF8/BIN1/TMEM98/EPHB2/SKIL/PTEN/CLCF1/PTHLH/NGFR/KANK1/RFLNB/SS18L1/REST/ARHGEF7/LRP4/CRK/STAR/SEMA3A/KIT/RND2/RELN/SRRT/MAP2/MELTF/ASCL1/LRRK2/CDK5R1/UFL1/SEMA5A/EEF2K/FERD3L/PSEN1/BMP7/MPL/RNF6/FLNA/GDI1/RPS19/TP53/GSK3B/PARP6/DRD2/PAK1/NOG/OLFM4/PRKCI/YAP1/NPR2/RNF10/SEMA3F/RECK/PITX3/SEMA4D/F2/ANAPC2/S1PR3/SIGLEC15/TESK1/WNT3A/IL6ST/NF2/IKBKB/BCL2/HMGB2/SRF/HDAC1/BCL11A/MYOG/TIAM1/DRAXIN/CLDN18/RTN4R/MAP1B/CAPRIN1/TNFRSF1A/AP1AR/CRABP2/ARHGAP4/VEGFA/VCL/DHX36/DRD3/GRN/NAP1L1/MYF6/CXCR4/NPTN/HIF1A/SS18L2/FBN1/DBN1/NGF/PLAG1/DAG1/EPHA7/CDC42/ZNF335/MME/EFNA5/HEY1/HDAC2/ADGRA2/KIF14/PRKDC/EFNB3/NR1D1/NUMB/ILK/DOCK1/YWHAH/TBX6/IL1RAPL1/CARMIL1,371,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0048167,regulation of synaptic plasticity,156/10642,176/18862,9.391089922581422e-21,3.725914926784179e-18,2.455893581727708e-18,PTK2B/GRIN2A/CBLN1/HRH1/ADGRB1/NR2E1/SCT/PRRT1/RAB11A/SLC4A10/SQSTM1/PRKCZ/GRIN1/SHISA7/SERPINE2/RIMS3/JPH3/ADCY1/EPHA4/RAPGEF2/SHISA9/MPP2/CPEB3/CNTN4/DRD5/SHISA8/SYNGAP1/EIF2AK4/GRID2IP/CYP46A1/NSG1/SSH1/SCGN/KRAS/RIMS1/CPLX2/AGER/NEUROD2/SLC8A2/HRAS/FAM107A/PPFIA3/RIMS2/GRM5/SIPA1L1/EGR2/SLC8A3/NFATC4/CRHR2/PTN/RGS14/CAMK2A/IGSF11/SORCS3/CX3CL1/SYNGR1/GRIK2/SHANK2/STX4/CAMK2B/SHANK1/ARF1/NEURL1/SYT7/LGMN/ARC/ERC2/NCDN/STAU1/MAP1A/SHISA6/ADCY8/ABL1/JPH4/SORCS2/ITPKA/ZDHHC2/PPP1R9A/TNR/CRH/RAB3A/RAB8A/NTRK2/ACP4/PPP3CB/PICK1/EIF4EBP2/GRIN2D/ADORA1/BRSK1/NSMF/CALB2/MEF2C/NPAS4/RASGRF1/FGF14/GRIN2C/SYT12/MAPT/RASGRF2/VAMP2/CDC20/DLG4/LRRTM2/SHANK3/SCTR/GRID2/VGF/EPHB2/PTEN/GRIA1/CALB1/ADORA2A/STAR/P2RX3/KIT/NCSTN/RELN/APP/SNAP25/MECP2/PSEN1/ATF4/GSK3B/DRD2/NETO1/GRIN2B/ANAPC2/CRTC1/SLC24A2/KCNB1/SRF/SYP/TSHZ3/MAP1B/MCTP1/KAT2A/NLGN1/GIPC1/LZTS1/APOE/AKAP5/STX3/PRRT2/NPTN/NRGN/DBN1/CHRNA7/MME/SLC24A1/ITPR3/YTHDF1/YWHAH/CD38/YWHAG/ABHD6,156,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0045664,regulation of neuron differentiation,166/10642,190/18862,1.7595226142919618e-20,6.5702644444266906e-18,4.330713555300649e-18,DAB1/CASZ1/HOXD3/ZFHX2/HEYL/MYCL/LBX1/SOX11/SFRP2/NR2E1/NTF3/NOTCH1/PBX1/RET/TP73/SOX8/NKX6-1/VWC2/CXCL12/LTK/RARB/ZNF536/OPA1/NEUROG1/SHH/MAP3K13/DTX1/FGFR1/MMD/DPYSL2/DIO3/HES3/SIX1/PROX1/DLX1/BMP4/CNTN4/NREP/FOXA1/FGF20/CDK5RAP1/EIF2AK4/SIN3A/DKK1/THRB/ID2/FEZF1/MEIS1/TGIF2/NEUROD2/CSNK1E/DISP3/SOX2/NEUROD1/PHOX2B/SFRP1/ETV5/CDK5RAP2/BDNF/BCL6/GLI2/ZHX2/HEY2/EDNRB/BRINP2/LMX1A/FEZF2/GPR37L1/S1PR5/NEUROG3/ALK/LIN28A/TCF12/MOSMO/POU4F2/ATOH1/TLX3/FOXG1/CSNK1D/HOXA2/GLI3/DLX2/SH3GL3/ZC4H2/SOX3/NEPRO/BRINP3/CPNE1/NKX2-5/TRPC6/GDF5/BRINP1/TIMP2/KCTD11/OLIG2/HES1/DIXDC1/GATA2/ADRA2C/BCL11B/RNF112/DUOXA1/FEZ1/TRPC5/MEF2C/SOCS2/SLC6A4/ARHGEF2/ISL2/RAC3/HMG20B/NRCAM/ZFHX3/SIX3/GDF7/GPRC5B/EIF4E/NKX2-2/SOX9/EIF4G1/ISL1/DLL1/VWC2L/MTOR/HES5/ADRA2B/NBL1/PRPF19/TCF4/NAP1L2/BIN1/HMG20A/PTEN/REST/ECT2/SPAG9/ASCL1/LRRK2/CDK5R1/DDX6/APP/NCOA1/PCP4/BMP7/GSK3B/ZEB1/WNT3A/ESRP1/IMPACT/KDM4C/DNMT3B/BCL2/BCL11A/TIAM1/MAP1B/NLGN1/EPO/EFNA3/NTF4/NGF/BMP6/HEY1/YWHAH/YWHAG/MMD2/TBX6,166,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0045165,cell fate commitment,210/10642,251/18862,1.885460474720792e-20,6.649390607515327e-18,4.38286864737728e-18,BARHL2/TBR1/TBX4/PAX6/LBX1/SOX1/ONECUT1/SFRP2/SOX17/GATA6/DMRTA2/TCF7L2/NR2E1/TBX15/TBX5/NOTCH1/SPRY2/TBX1/MYT1L/FEV/SOX8/ERBB4/APC2/SIX2/NR2F2/DSCAML1/PRDM14/TAL1/FGF13/ACVR1/NEUROG1/TBX22/SHH/SATB2/GATA4/HOXD10/NKX6-2/TBX2/EPOP/SIX1/PROX1/TEAD3/WNT3/WNT10A/DLX1/BMP4/FOXA1/CYP26B1/WNT5A/TBX18/DKK1/WNT7A/WT1/ZFPM1/ID2/GATA3/SOX6/WNT2/MNX1/FOXC2/DLL4/FGFR2/TBXT/LMO4/SOX2/WNT9A/NEUROD1/NOTCH4/SFRP1/FOXN4/WNT10B/EOMES/NANOG/TGFB1I1/FOXA2/GLI2/HEY2/OLIG3/PTCH2/ARX/POU4F1/TBX20/PITX1/WNT1/FEZF2/SOX5/POU3F2/ONECUT2/TRIM15/POU6F2/GBX1/APC/ATOH1/TLX3/FOXG1/FZD7/HOXA2/GLI3/MIR1-1/DLX2/TBX21/PAX2/DBX1/SMAD1/PDPN/WNT7B/RTF2/GSX1/RAG2/MITF/MIAT/OLIG2/WNT16/PRRX1/HES1/GATA2/TENM4/WNT5B/BCL11B/TBX10/GSX2/NODAL/STAT3/SMO/IFRD1/FGF8/MEF2C/GATA5/AR/LATS1/PTF1A/PPARG/SOX13/HOXC10/ARHGEF2/GSC/ISL2/BMPR1A/EXT1/WNT6/OLIG1/HOXA11/EBF2/IRF4/GDF7/SOSTDC1/NKX2-2/TBX3/NRP1/MYF5/SOX9/ISL1/MYOD1/DLL1/MTOR/MGA/RBPJ/HES5/FGF10/WNT2B/NKX6-3/PML/NKX2-1/KDM6B/WNT9B/FOXN1/EYA2/WNT4/ROR2/JAG2/ASCL1/ZNF445/CTSL/FGF2/PSEN1/DHH/TP53/DMRT3/PTCH1/TGFBR1/WNT11/WNT3A/ESRP1/LHX3/KLF4/BCL2/CDC73/SUFU/HOXA13/SOX12/MYOG/TOX/SPDEF/EPAS1/MCL1/SOX18/MYF6/NTF4/GAP43/LOXL3/GCM1/CDC42/RTF1/IHH/CTR9/POU5F1/PRKDC/TM2D3/GAS1/TBX6,210,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0097485,neuron projection guidance,229/10642,278/18862,2.0653171942497044e-20,6.900333446893224e-18,4.548274707558214e-18,DAB1/NTRK1/TBR1/DCC/GDNF/DOK5/DLX5/EPHA2/PLXNA1/SHC1/EPHA8/LHX4/NOTCH1/PLXNB1/LAMC2/SEMA6D/PLXNB2/RET/CYFIP1/SEMA7A/UNC5C/SEMA3D/CXCL12/DSCAML1/RAP1GAP/SEMA6A/LHX1/ERBB2/KIF5C/RPL24/SHH/EVX1/L1CAM/BOC/PTPRA/EPHA4/DPYSL2/GRB7/PLXNB3/GRB10/RHOH/WNT3/PLXNA2/NTN1/CHL1/CNTN4/EPHA5/SEMA4G/WNT5A/FEZ2/LAMA3/FEZF1/OTX2/LRTM2/GATA3/CNTN2/ROBO3/SPTBN4/VASP/NFIB/EGR2/PTK2/BDNF/SPTB/SLIT3/CNTN6/EMB/GLI2/RNF165/SHC3/EPHB4/GRB2/LAMA2/FLRT2/ARX/SPTBN2/FRS2/DRGX/SEMA3B/LMX1A/FEZF2/PLXND1/MAPK3/GFRA3/IRS2/NRXN3/TRIO/GBX1/SEMA5B/BMPR1B/NRXN1/LAMB2/PLXNA4/SPTBN1/GAB2/GFRA2/KLF7/POU4F2/ATOH1/NFASC/FOXG1/HOXA2/GLI3/SEMA4A/EFNB1/SPTBN5/DPYSL4/SEMA4B/DPYSL5/RAC1/BSG/PIK3CD/TNR/ROBO2/TUBB2B/GFRA1/CRMP1/LHX9/SLIT2/PALLD/VAX1/NEO1/ANOS1/EZR/BCL11B/KIF5A/LGR6/PLXNA3/FEZ1/SMO/DOK1/EPHB1/KALRN/ROBO1/EPHA10/FGF8/RYK/RPS6KA5/SEMA4C/EFNA1/EVL/TUBB3/ISL2/EXT1/ZSWIM4/PRKCQ/NRCAM/NIBAN2/SEMA6C/SEMA3E/GDF7/UNC5D/ARTN/NRP1/NRP2/ISL1/PIK3R1/PLCG1/ALCAM/NOTCH3/CDH4/SEMA6B/EFNB2/SHANK3/GAB1/GBX2/SLIT1/IGSF9/PLXNC1/NKX2-1/MAPK7/NTN4/SRC/NCAM1/SEMA3C/LGI1/DSCAM/MEGF8/EPHB2/UNC5A/GPC1/NGFR/ZSWIM5/EPHB6/FYN/SEMA3A/PSPN/RELN/CDK5R1/SEMA5A/OPHN1/APP/SH3KBP1/BMP7/NOG/SEMA3F/PTCH1/PIK3CA/SEMA4D/SPTAN1/WNT3A/DVL1/LHX3/EPHA6/PTPRO/VSTM2L/DRAXIN/SIAH1/EFNA3/VEGFA/POU4F3/EPHA3/PDLIM7/LAMA1/CXCR4/NPTN/GAP43/PIK3CB/DAG1/LRTM1/EPHA7/EFNA5/CSF1R/NRTN/YTHDF1/EFNB3/KIF5B/NTN5/PLA2G10,229,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0021953,central nervous system neuron differentiation,157/10642,178/18862,2.2286031849495463e-20,7.07358650902986e-18,4.662472452723394e-18,TBR1/DCC/LRP6/CBLN1/LBX1/HERC1/SOX1/SFRP2/KNDC1/DLX5/LHX6/LHX8/NR2E1/LHX4/GABRB1/CHD5/SLC4A10/NKX6-1/ERBB4/DISC1/NPY/TAL1/LHX1/EMX1/ZMIZ1/SHH/SATB2/LDB1/HSP90AB1/HOXD10/EPHA4/DRD1/RAPGEF2/TULP3/AGTPBP1/PROX1/WNT3/DLX1/LEP/ADARB1/SIN3A/SPOCK1/WNT5A/SALL1/B4GALT5/WNT7A/WNT2/MNX1/DLL4/SPTBN4/CSNK1E/FGFR2/LMO4/PHOX2B/SFRP1/NFIB/PHOX2A/FOXN4/OTP/GLI2/OLIG3/ARX/POU4F1/TBX20/RORA/LMX1A/WNT1/FEZF2/CTNNB1/MDGA1/SOX4/GBX1/PLXNA4/FOXG1/CSNK1D/GLI3/DLX2/ZC4H2/DBX1/UNCX/GSX1/ROBO2/NDNF/NTRK2/OLIG2/SLIT2/HES1/GATA2/UBB/BCL11B/GSX2/PLXNA3/ATF5/SMO/EPHB1/CDH11/ROBO1/TSKU/FGF8/FAIM2/RYK/HOXC10/ISL2/RAC3/MAPT/CHRNB2/GDF7/MDGA2/NIN/NKX2-2/NRP2/ISL1/SHANK3/HES5/GBX2/NKX2-1/CEND1/AGBL4/GRID2/WNT9B/EPHB2/ATP7A/PTEN/IFT172/EPHB6/NR4A2/CRK/C12orf57/SEMA3A/MAP2/PAFAH1B1/ASCL1/LHX5/OPHN1/PSEN1/TCTN1/DRD2/DCLK1/DMRT3/FBXO45/PTCH1/WNT3A/LHX3/FZD1/SUFU/HSP90AA1/TOX/DRAXIN/INHBA/CLN8/UQCRQ/PALS1/TTC36/SCYL3/SZT2/ZNF335/CSF1R,157,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0007411,axon guidance,228/10642,277/18862,3.041071819141909e-20,9.192725670434685e-18,6.0592784366361355e-18,DAB1/NTRK1/TBR1/DCC/GDNF/DOK5/DLX5/EPHA2/PLXNA1/SHC1/EPHA8/LHX4/NOTCH1/PLXNB1/LAMC2/SEMA6D/PLXNB2/RET/CYFIP1/SEMA7A/UNC5C/SEMA3D/CXCL12/DSCAML1/RAP1GAP/SEMA6A/LHX1/ERBB2/KIF5C/RPL24/SHH/EVX1/L1CAM/BOC/PTPRA/EPHA4/DPYSL2/GRB7/PLXNB3/GRB10/RHOH/WNT3/PLXNA2/NTN1/CHL1/CNTN4/EPHA5/SEMA4G/WNT5A/FEZ2/LAMA3/FEZF1/OTX2/LRTM2/GATA3/CNTN2/ROBO3/SPTBN4/VASP/NFIB/EGR2/PTK2/BDNF/SPTB/SLIT3/CNTN6/EMB/GLI2/RNF165/SHC3/EPHB4/GRB2/LAMA2/FLRT2/ARX/SPTBN2/FRS2/DRGX/SEMA3B/LMX1A/FEZF2/PLXND1/MAPK3/GFRA3/IRS2/NRXN3/TRIO/GBX1/SEMA5B/BMPR1B/NRXN1/LAMB2/PLXNA4/SPTBN1/GAB2/GFRA2/KLF7/POU4F2/ATOH1/NFASC/FOXG1/HOXA2/GLI3/SEMA4A/EFNB1/SPTBN5/SEMA4B/DPYSL5/RAC1/BSG/PIK3CD/TNR/ROBO2/TUBB2B/GFRA1/CRMP1/LHX9/SLIT2/PALLD/VAX1/NEO1/ANOS1/EZR/BCL11B/KIF5A/LGR6/PLXNA3/FEZ1/SMO/DOK1/EPHB1/KALRN/ROBO1/EPHA10/FGF8/RYK/RPS6KA5/SEMA4C/EFNA1/EVL/TUBB3/ISL2/EXT1/ZSWIM4/PRKCQ/NRCAM/NIBAN2/SEMA6C/SEMA3E/GDF7/UNC5D/ARTN/NRP1/NRP2/ISL1/PIK3R1/PLCG1/ALCAM/NOTCH3/CDH4/SEMA6B/EFNB2/SHANK3/GAB1/GBX2/SLIT1/IGSF9/PLXNC1/NKX2-1/MAPK7/NTN4/SRC/NCAM1/SEMA3C/LGI1/DSCAM/MEGF8/EPHB2/UNC5A/GPC1/NGFR/ZSWIM5/EPHB6/FYN/SEMA3A/PSPN/RELN/CDK5R1/SEMA5A/OPHN1/APP/SH3KBP1/BMP7/NOG/SEMA3F/PTCH1/PIK3CA/SEMA4D/SPTAN1/WNT3A/DVL1/LHX3/EPHA6/PTPRO/VSTM2L/DRAXIN/SIAH1/EFNA3/VEGFA/POU4F3/EPHA3/PDLIM7/LAMA1/CXCR4/NPTN/GAP43/PIK3CB/DAG1/LRTM1/EPHA7/EFNA5/CSF1R/NRTN/YTHDF1/EFNB3/KIF5B/NTN5/PLA2G10,228,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,224/10642,273/18862,1.4180550291825269e-19,4.091733329659401e-17,2.697018536363897e-17,DAB1/PTPRF/CBLN1/TENM3/PCDH11X/CLDN23/CLSTN1/IGFN1/CDHR1/CDH22/PLXNB2/RET/PCDHA13/CLDN15/PCDH8/CLDN14/CRB1/CDH7/LRRC4/CLSTN2/MBP/DSCAML1/CDH13/ACVR1/PCDHA8/CDH15/CDH18/PKD1/PCDH19/PCDHA4/PCDHGC3/PCDHGB2/L1CAM/SLITRK3/PCDHA1/PTPN23/PLXNB3/CDH3/PCDHA2/NECTIN4/NTNG1/PCDHGA8/DCHS2/CLDN5/CELSR1/CELSR2/PCDHGB4/CNTN4/CDH8/PCDHGA4/PCDHB2/SDK1/PCDHB3/DCHS1/PCDHA3/PCDHB16/ARVCF/PCDHA5/CDH23/PCDHGA10/PCDHGA12/PCDHB7/CNTN2/ROBO3/CDH16/PCDHA10/PCDH7/PCDHGA3/LRFN4/CNTN6/SLITRK1/PCDHGA11/EMB/CDHR3/IGSF11/PVR/CX3CL1/CD6/PCDHGA5/CLDN19/PTPRS/PCDHAC1/PCDHA6/CRB2/ITGB2/CLDN11/MDGA1/CDH20/PCDHGB7/HMCN1/CLDN12/PCDH11Y/CLDN16/PCDHGB3/PCDH15/CDHR2/PCDHGA7/CELSR3/NECTIN2/CLDN4/ADGRL3/OBSL1/APOA1/CLDN6/UMOD/CDH24/PCDH1/BSG/DSG3/PCDHB4/PCDHB5/PCDHA11/ROBO2/FGFRL1/CADM1/AJUBA/CLDN3/PCDHB15/PCDHGA2/PCDHGC4/PALLD/PCDHGA6/PCDH17/CDHR5/TENM4/CDH6/IGSF21/CLDN8/DSC1/PCDHAC2/CDH12/PCDHB18P/CDH11/ROBO1/PCDH18/CLDN9/ITGAL/GATA5/LRFN5/PCDHGC5/CDH10/DSC2/CD177/FAT1/CDH5/GPC4/PCDHB13/CLDN7/PCDHGA1/ITGAM/AMIGO3/MYADM/PCDHB11/LRFN3/PCDHGB1/DSC3/UNC5D/PCDHB6/SDK2/KIRREL3/LRRC4C/CLDN10/SLITRK2/ALCAM/PCDH10/CDH4/PCDHGB6/PCDHGA9/PCDHB1/TRO/IGSF9/MPZL2/CDH9/MAPK7/DSG1/PCDHA7/ATP2C1/PTPRD/PCDHB12/GRID2/DSCAM/NTNG2/TENM2/CADM3/SCARF2/MAPK14/CLSTN3/ITGB1/PCDHA12/TGFB2/MPZ/CDH1/PCDH9/LRRC4B/PCDHB14/PCDH20/GPC6/PTPRT/CRTAM/CDH17/KLF4/PCDHA9/VSTM2L/PCDHB8/FXYD5/TGFBR2/CLDN18/PCDHB10/NLGN1/CLDN2/IL1RN/MAP2K5/JAML/SPARCL1/CEACAM1/KIFAP3/NPTN/FAT2/FAT4/DSG2/TENM1/IL1RAPL1/CLDN20/ADGRL1,224,Methylation_Positive_LogFC0.1_pvalue0.05.csv
BP,GO:0003002,regionalization,260/10642,326/18862,3.360236774596573e-19,9.27425349788654e-17,6.11301655790452e-17,HOXD3/TBR1/SENP2/HEYL/HOXD8/LRP6/GDNF/HOXB6/SOX1/IFT140/SFRP2/SOX17/CDX2/DMRTA2/NOTCH1/DZIP1L/TBX1/PBX1/ZIC3/DMRT2/ALX4/RIPPLY2/PCDH8/FOXF1/WLS/ALDH1A2/SIX2/NR2F2/DSCAML1/RFX4/BARX1/OTX1/LHX1/MSX1/EMX1/HHEX/ACVR1/NKD1/NEUROG1/ACVR2A/ADGRG1/HOXC4/SHH/GATA4/HOXA7/EMX2/SKI/LDB1/RING1/EN1/HOXD10/PITX2/TULP3/HES3/SIX1/WNT3/DLX1/PLXNA2/MEOX2/FOXH1/BMP4/CELSR2/HOXA3/FOXA1/MAFB/TCF15/CYP26B1/KDM2B/FBXL15/WNT5A/TBX18/DKK1/WNT7A/WT1/BHLHE40/FEZF1/OTX2/HOXA10/WNT2/FOXJ1/FOXC2/OSR1/DLL4/HOXB3/HOXA9/FGFR2/TBXT/CYP26C1/NEUROD1/PAX1/SFRP1/MDFI/EGR2/HOXB4/HOXC13/FOXN4/HOXC6/SMAD6/SMAD3/FOXA2/GLI2/ACVR2B/HEY2/FRS2/TBX20/CRB2/EP300/WNT1/FEZF2/HOXD9/HHIP/HOXC9/SMARCD3/NRARP/AXIN2/BMPR1B/HELT/FOXB1/ARC/FOXG1/HOXA2/GLI3/DLX2/PAX2/CTNNBIP1/DBX1/NOTO/WNT7B/C3/ACVRL1/SNAI1/HOXB7/DLL3/MSGN1/ZBTB16/ROBO2/LRP5/IFT52/COBL/IRX2/VAX2/HOXD11/HES1/AIDA/GSX2/EPB41L5/HOXA4/PAX8/NODAL/LMX1B/HOXD13/SMO/ROBO1/MEOX1/FGF8/HES2/MEF2C/GATA5/AR/TP63/OVOL2/HOXC10/IFT57/GSC/BMPR1A/CHRD/EXT1/TDRD5/PIFO/HOXA11/DNAAF1/ITGAM/SIX3/DPCD/SP8/XRCC2/SOSTDC1/LFNG/NKX2-2/TBX3/TCAP/NRP2/MYF5/GPC3/ISL1/DLL1/TRA2B/IRX1/RBPJ/HES5/FGF10/GBX2/HES7/WNT2B/MESP2/TDGF1/NKX2-1/NBL1/ATP6AP2/SEMA3C/MEGF8/PBX2/IFT172/MED12/RARG/LRP4/ROR2/SEMA3A/RELN/GREM1/ASCL1/CDX1/RNF2/PSEN1/PLD6/HOXA5/HOXB2/TCTN1/CDX4/TP53/CITED2/HOXD4/NOG/DMRT3/SEMA3F/PTCH1/TGFBR1/HES4/WNT11/BPTF/DDIT3/WNT3A/PBX3/MLLT3/LHX3/TASOR/SRF/SUFU/DVL2/KAT2A/BASP1/SPRY1/LEF1/MYF6/EDN1/CHSY1/NTF4/ARL13B/PCGF2/HIPK2/FUZ/FOXC1/HEY1/GLI1/ATM/PRKDC/INTU/TBX6/PRKACA/GPR161,260,Methylation_Positive_LogFC0.1_pvalue0.05.csv
