id,external_gene_name,Regulation_Grouping_2,Integrated padj (Stage IV-Stage I),Integrated pval (Stage IV-Stage I),Integrated diff (Stage IV-Stage I),mannwhitneyu stat (Stage IV-Stage I),Integrated mean (Stage I),Integrated mean (Stage IV),Protein-LogFC mean (Stage IV-Stage I),RNA-LogFC mean (Stage IV-Stage I),CpG-LogFC mean (Stage IV-Stage I),hgnc_symbol,entrezgene_id,Locus,logFC_rna,padj_rna,CpG_Beta_diff,padj_meth,logFC_protein,padj_protein
ENSG00000118520,ARG1,TMDE,0.3218790740806233,0.21287210330571574,0.28203368186950684,188.0,-0.09932847,0.1827052,0.14853087203036586,0.22169022760482232,0.0116212281140545,ARG1,383.0,cg04639555,0.886854981319543,2.75200635658332e-16,-0.1613454513890208,5.970760512888339e-53,0.802559572780264,2.9286830232920803e-20
ENSG00000118557,PMFBP1,TMDE,0.3798341641004537,0.2815384219530519,-0.17870581150054932,198.0,-0.28396603,-0.46267185,-0.3131676803840847,0.03462736910526426,0.013657234435151893,PMFBP1,83449.0,cg27261446,0.150477938714408,0.295670798690075,-0.1187486230011061,8.55528700450348e-33,0.89550749610452,1.64694513283012e-29
ENSG00000119640,ACYP1,TMDE,0.022693505055274742,0.0016675738539019774,-0.7187098860740662,90.0,0.027845692000000002,-0.6908641999999999,-0.27096543029930764,-0.24687120200392645,-0.0011911812120062731,ACYP1,97.0,cg06889350,-0.10625882908461601,0.071714609440703,-0.0353140723795353,3.8496818446929805e-65,0.58248147088414,5.6479743078706885e-40
ENSG00000119681,LTBP2,TMDE,0.4699675615412086,0.42642424114282185,0.05762188136577606,216.0,-0.17089358,-0.11327169999999999,0.18644767086120773,-0.04158809010658343,0.015257125304097896,LTBP2,4053.0,cg27317046,0.6721613345368941,7.519651179648e-06,0.2973518925682274,4.29893778993237e-43,0.7917405920745921,6.90944466982941e-17
ENSG00000119699,TGFB3,TMDE,0.225134242372608,0.11292676055111645,-0.2830754220485687,169.0,0.08080186,-0.20227356,0.10183186419753054,-0.6541424628360649,0.0023041262929884287,TGFB3,7043.0,cg18298494,0.6446769891693921,3.0815378709012107e-09,-0.0917693328487033,6.4460680737074e-24,0.963809298813378,8.06012826418473e-43
ENSG00000119900,OGFRL1,TMDE,0.3832256781342905,0.2889497125868772,-0.02652975916862488,199.0,0.36448196,0.3379522,-0.11682780932784642,0.17754149307485445,-0.04670866592500463,OGFRL1,79627.0,cg26594205,0.9864921275239691,3.3794379069721394e-51,-0.111649694781569,3.3237342005119e-06,0.53253625074913,1.33545322026952e-45
ENSG00000120539,MASTL,TMDE,0.3041649200420073,0.19435458149649024,0.3013842701911926,185.0,-0.011393938999999999,0.28999034,0.02410322525376141,0.27989514915571123,0.0002567756098783812,MASTL,84930.0,cg11609007,0.570757447718915,3.27727571710764e-30,0.0181979148301988,4.486479071726969e-11,0.672426999155301,1.1465951913309599e-20
ENSG00000120686,UFM1,TMDE,0.4293393692517419,0.3758434095047197,-0.05742847919464111,210.0,0.55989903,0.50247055,-0.13908967078189138,0.041131264271210055,-0.01561126614856119,UFM1,51569.0,cg03558682,0.650617371711565,8.631786167426287e-55,-0.096477381673342,4.62077207346698e-45,0.602213103200288,6.387303702750889e-49
ENSG00000120868,APAF1,TMDE,0.13435853379316914,0.041385263067334685,-0.3580895662307739,145.0,0.946773,0.5886834,-0.2079455711533056,-0.1030650982420832,0.009818339494731987,APAF1,317.0,cg00008452,0.90414553675322,1.89433922373321e-120,-0.0818113363763199,1.2679879655597899e-54,0.573577358655238,3.6848507817871295e-62
ENSG00000121053,EPX,TMDE,0.4744055484590504,0.4349980588106948,-0.18493109941482544,217.0,-0.42431653,-0.6092476,-0.6419132702329178,0.14797270915143246,0.006605510584617239,EPX,8288.0,cg25173129,-0.590311564000617,1.67851567149159e-07,-0.0889874471261358,1.02999168237255e-45,1.4180890012032898,2.4144297868701997e-41
ENSG00000122966,CIT,TMDE,0.2347715883832513,0.12151117354021312,-0.3427027463912964,171.0,0.0063972366,-0.3363055,0.09977452170134936,-0.9584892408670064,0.0,CIT,11113.0,0,0.7149367464054699,5.51421659281911e-07,0.0,1.0,0.881086668262893,1.19485336302221e-40
ENSG00000123064,DDX54,TMDE,0.4560046995301695,0.409384410760312,0.15352952480316162,214.0,-0.068794705,0.08473482,0.01773874134832787,0.0829979254890724,-0.16722415292271212,DDX54,79039.0,cg15168615,0.13529404088925998,0.0016577447125121,-0.1822606242047424,8.348223321293981e-54,0.547805309174274,4.404330878001389e-43
ENSG00000123684,LPGAT1,TMDE,0.4956472692261204,0.4956472692261204,0.05625307559967041,224.0,0.29312518,0.34937826,0.0013306870975927645,-0.09052162012124687,-0.002447058348970882,LPGAT1,9926.0,cg17145862,0.995070016587437,1.6773838780095997e-56,-0.0317285719130535,4.803373538871739e-07,0.7351773729403159,6.911702963124778e-51
ENSG00000124942,AHNAK,TMDE,0.3581013610332293,0.2528447309531747,-0.28954261541366577,194.0,0.43541417,0.14587156,-0.10919788650089934,-0.2289898505580231,-0.010932852527539116,AHNAK,79026.0,cg06520521,0.9646334588968181,2.8811773432075694e-43,-0.3680525731542528,3.43364578520357e-78,0.5202842006648739,1.5878459335138598e-38
ENSG00000125821,DTD1,TMDE,0.32372808063054914,0.2192663038136627,0.3686695098876953,189.0,0.13406491,0.5027344,0.0662758358202511,0.14176631812395418,-0.06156592037791773,DTD1,92675.0,cg21365364,0.48665672502906704,1.14040065117502e-20,-0.0901280774443139,5.00854902864279e-26,0.585776586168702,4.68992727845061e-42
ENSG00000127666,TICAM1,TMDE,0.2712455945485862,0.1551212825054215,0.21170666813850406,178.0,-0.03724534,0.17446132,0.102479218106994,0.01087986047159184,0.010865952248739874,TICAM1,148022.0,cg02752037,0.5847003084562961,5.92852688158891e-13,-0.1328892986647364,1.7973086785435502e-41,0.522514753685726,1.0578331635205098e-50
ENSG00000127947,PTPN12,TMDE,0.10877987065429326,0.029540859442859186,-0.4757503867149353,138.0,0.9978863000000001,0.5221359,-0.2497041728395063,-0.1551034718033003,0.004650827107617106,PTPN12,5782.0,cg03887471,0.7682521902736551,1.58974169910608e-48,0.0480323488153806,5.6765580841535e-22,0.649200528586839,1.3435623850039899e-69
ENSG00000128059,PPAT,TMDE,0.028377536965313237,0.0022015200384996434,0.6646192669868469,94.0,0.20841312,0.8730324,0.05713587242798451,0.4454993951939949,-0.00792426006328775,PPAT,5471.0,cg14860255,0.41376832095297394,8.31172679106499e-18,-0.0645862167066364,2.35078671734406e-36,0.503870859403095,4.767995106083119e-55
ENSG00000128394,APOBEC3F,TMDE,0.19748837059262045,0.09338108258053618,-0.27121058106422424,164.0,0.33989063,0.06868005,-0.10747481877253184,-0.1785232243812025,-0.05277613519902044,APOBEC3F,200316.0,cg17035591,0.920110089212581,2.9543325044460695e-59,-0.15133410158822,4.1461564185413595e-59,0.604706126517588,2.5535925384403996e-30
ENSG00000128815,WDFY4,TMDE,0.4956472692261204,0.4956472692261204,-0.028567343950271606,224.0,0.16232492,0.13375758,0.017609657064470263,-0.16041758670326026,-0.07321349950661328,WDFY4,57705.0,cg20434666,0.978324762002233,1.03105127041795e-21,-0.4577453797025281,1.7607612207806798e-88,0.5694122569819,6.098968050634309e-31
ENSG00000130589,HELZ2,TMDE,0.1802396775836735,0.08292176860079548,0.2971684038639069,161.0,0.21145925,0.50862765,0.0972260843948332,0.08385412292257001,-0.07572064028303703,HELZ2,85441.0,cg06064964,0.9874178495888901,2.83974227113191e-37,-0.2259517711559391,6.626446962904399e-51,0.535611841033026,6.03351490964787e-33
ENSG00000131504,DIAPH1,TMDE,0.17216150347979578,0.07645510857409461,-0.3847269713878632,159.0,0.03305281,-0.35167417,-0.10628216816901903,-0.39108175914083176,0.0,DIAPH1,1729.0,0,0.28450204214360403,0.0001124435034647,0.0,1.0,0.613091759738912,1.0991627607078698e-54
ENSG00000131759,RARA,TMDE,0.21970729944435227,0.1088007393414524,-0.3184645175933838,168.0,0.21009916,-0.10836534,-0.2425535692729729,-0.0601460994859882,0.0,RARA,5914.0,0,0.618084732541838,5.70507415239363e-18,0.0,1.0,0.574999243677336,5.381522390879689e-33
ENSG00000131873,CHSY1,TMDE,0.4814597043467748,0.4522337159039993,0.12844698131084442,219.0,0.058565099999999995,0.18701208,0.0727083280128974,-0.05509362403679452,-0.19936757375117087,CHSY1,22856.0,cg07891271,0.8849079735782841,8.529613153563169e-26,-0.2546167303434195,7.916710862889848e-33,0.572565204519929,5.7498465616624704e-33
ENSG00000133742,CA1,TMDE,0.2712455945485862,0.1551212825054215,-0.2785610854625702,178.0,-0.44813266,-0.72669375,0.015916700816201557,-0.6527142632541589,-0.037042251618821936,CA1,759.0,cg03225502,-0.170644228594479,0.120285651252531,-0.1464897225774952,2.5484316224221102e-27,1.1963140599048898,2.61319264481335e-23
ENSG00000133805,AMPD3,TMDE,0.08106124485555513,0.01761074968107907,0.6194985508918762,128.0,0.18359715,0.8030957,0.1232055400039761,0.5336285471317934,0.0,AMPD3,272.0,0,0.928912407850515,1.2940644790421202e-36,0.0,1.0,0.591677831025779,2.90773237852618e-40
ENSG00000133816,MICAL2,TMDE,0.3798341641004537,0.2815384219530519,-0.0019846707582473755,198.0,0.17454301,0.17255834,-0.02954315313841982,-0.02413471959878521,-0.2665478276697981,MICAL2,9645.0,cg03821121,0.9208444235418041,5.40716017765245e-17,-0.2718542458196252,3.853871548429639e-53,0.628502687515334,2.0260227548461398e-40
ENSG00000134107,BHLHE40,TMDE,0.2850652789710063,0.16575680758058514,0.2267821133136749,180.0,-0.018200386000000002,0.20858173,0.01281924449334626,0.24956782578247816,0.047682603000119436,BHLHE40,8553.0,cg02220837,0.46670642789769107,2.48210579166477e-05,-0.0746866617911373,3.77248825667868e-12,0.512956175378159,5.390934630647709e-55
ENSG00000134697,GNL2,TMDE,0.13435853379316914,0.04335530962654978,0.43962499499320973,146.0,0.40385340000000003,0.8434784,0.07619024899883786,0.2060025088255888,0.0,GNL2,29889.0,0,0.7170304911076459,6.506150498392919e-59,0.0,1.0,0.586810016270709,1.1146958774698099e-49
ENSG00000135045,C9orf40,TMDE,0.385017978383342,0.29645154246129524,0.11565904319286345,200.0,-0.044241372,0.071417674,0.023728327913589583,0.07234902578031935,-0.001835900740340804,C9orf40,55071.0,cg13566674,0.20777870343073498,0.0005213815939527,-0.0733961254561051,6.82375847374647e-27,0.569050937045534,1.20603698890819e-26
ENSG00000135185,TMEM243,TMDE,0.018323971402238157,0.0009366886339802252,-0.5748946666717529,82.0,0.6792931999999999,0.10439852599999999,-0.325256074074074,-0.4689852910068053,0.0,TMEM243,79161.0,0,0.896168668525252,1.30262553878268e-48,0.0,1.0,1.65033614886732,2.3866767246907596e-75
ENSG00000135521,LTV1,TMDE,0.04877715981580536,0.007484473554982573,0.6775730848312378,113.0,-0.029908287999999998,0.6476648,0.11720660994211762,0.25819867381385064,-0.0033196982728708503,LTV1,84946.0,cg16764408,0.061803842124983,0.21138038434356798,0.0260520106199911,2.12455508250933e-21,0.6502166737497801,1.2252913853248798e-57
ENSG00000135899,SP110,TMDE,0.2347715883832513,0.12151117354021312,-0.2279975414276123,171.0,0.7067643,0.47876674,-0.14291816186557196,-0.0839365382274817,-0.04522601734442813,SP110,3431.0,cg03887528,0.8598015547598891,4.1331597574794205e-68,-0.1524765422177593,3.7023377845672794e-37,0.6972381433537119,2.0712527599915493e-49
ENSG00000135912,TTLL4,TMDE,0.07381820691406221,0.01415045499950074,0.5077280402183533,124.0,-0.563898,-0.05617001,0.06060819067215384,0.3047708997032077,-0.09734442093286384,TTLL4,9654.0,cg11123644,0.132563922608856,0.0637420488624604,-0.1965705091972993,2.6512584103210298e-61,1.21420052259379,1.2930327898756398e-20
ENSG00000136160,EDNRB,TMDE,0.018149742239622846,0.0007490010153080983,-0.981393575668335,79.0,0.33237153,-0.64902204,-0.141025288965406,-1.9424454681148744,0.030258109324999668,EDNRB,1910.0,cg15699226,0.9681651427688129,2.76773867805003e-13,0.2850645501208586,1.4297829481490095e-82,0.6251955919437919,9.410733349582351e-31
ENSG00000136824,SMC2,TMDE,0.060941481306155024,0.011292670657370578,0.5779159069061279,120.0,0.39648938,0.9744053,0.15091880384087553,0.2603632847495941,0.0,SMC2,10592.0,0,0.49496517270376006,2.7390292350515796e-28,0.0,1.0,0.5505560098286011,8.932545837639486e-55
ENSG00000137154,RPS6,TMDE,0.20122286970177397,0.09707556972833188,-0.25468119978904724,165.0,0.31071728,0.056036092,-0.04840025377229218,-0.17842775348480186,0.022444521032847508,RPS6,6194.0,cg01331992,0.546450105054655,1.75342806252172e-20,-0.1161910378575955,5.337218197969572e-19,0.5326924643413651,5.741103088695528e-30
ENSG00000137501,SYTL2,TMDE,0.4956472692261204,0.4956472692261204,-0.0984264463186264,224.0,-0.16230603,-0.26073247,-0.07972345816186642,-0.11125307447199853,0.0001950967312828733,SYTL2,54843.0,cg15731317,0.292387241471471,0.0143799102570166,-0.3294162486864394,1.1204476446149398e-72,0.52931099125015,8.65029277926172e-22
ENSG00000138185,ENTPD1,TMDE,0.01886445384188494,0.0010848567704598367,-0.8173373937606812,84.0,0.993353,0.17601565,-0.19617391061503275,-0.507244477981956,0.01593173126402589,ENTPD1,953.0,cg03610280,0.851291126231507,1.9795718170997896e-70,-0.1272395701814551,1.24879654701923e-34,0.909663138948853,1.9996943118819694e-62
ENSG00000138326,RPS24,TMDE,0.385017978383342,0.29645154246129524,0.17566347122192386,200.0,0.3950876,0.5707511,-0.0394451742112466,0.2107035233299882,-0.0050940394368697295,RPS24,6229.0,cg23620279,0.7672772875019641,1.09265838315736e-36,-0.1252496436694863,3.8590407682487288e-62,0.584937647129331,1.39065609546643e-48
ENSG00000138381,ASNSD1,TMDE,0.4082726231989111,0.3352270420515021,0.08213780075311661,205.0,-0.17813367,-0.095995866,-0.08060846243628618,0.08794356722687141,0.011081619015198607,ASNSD1,54529.0,cg06651273,0.12101132393149498,0.0021660634511884,0.1217557728724854,4.48086252738536e-38,0.701585335449292,7.420651227208208e-26
ENSG00000138386,NAB1,TMDE,0.1418095636265784,0.05436788381849651,-0.22368502616882324,151.0,0.8120469,0.58836186,7.701646090607639e-05,-0.20885609347087894,-0.025783049435531988,NAB1,4664.0,cg17118478,0.647905540632655,1.2823718425966497e-51,-0.0954686131235907,2.0518853297946996e-30,0.531133897878461,1.0284096732951498e-53
ENSG00000138623,SEMA7A,TMDE,0.13912252744910852,0.05200426744902779,0.3416696786880493,150.0,-0.3575866,-0.015916921,0.10119570370370468,0.1510411574392332,0.005788525985997439,SEMA7A,8482.0,cg19160053,0.8089138611463331,1.6187547223307097e-11,-0.0551452542786849,2.6328304456483503e-21,0.514092944983819,5.84290764871115e-18
ENSG00000139192,TAPBPL,TMDE,0.13435853379316914,0.04335530962654978,-0.339638888835907,146.0,0.112791665,-0.22684722,-0.20449233607681536,-0.16200657236101768,-0.0048731716531057465,TAPBPL,55080.0,cg15719903,0.6607012924286569,2.4590932804349797e-23,-0.1716156017036086,6.851663900024968e-49,0.82205161572576,2.66924900997291e-34
ENSG00000139219,COL2A1,TMDE,0.2347715883832513,0.12151117354021312,-0.3636246919631958,171.0,-0.19538386,-0.55900854,-0.10270624916357017,-0.07229261933316879,0.0,COL2A1,1280.0,0,0.985960574467725,4.17552737100681e-10,0.0,1.0,0.688838720254651,2.33390583304436e-13
ENSG00000139233,LLPH,TMDE,0.1418095636265784,0.05436788381849651,0.4413014352321625,151.0,0.14182511,0.58312654,-0.023009372002018025,0.30501452975334004,0.02297272229952824,LLPH,84298.0,cg18502070,0.27163205146756897,5.0262718192634e-11,-0.0852077464265641,4.30025441936446e-44,0.7641392960982679,3.7839532846747094e-61
ENSG00000139324,TMTC3,TMDE,0.36150960695598827,0.2598711232111737,0.2820727825164795,195.0,-0.018409896999999998,0.26366287,0.0893169972565156,0.17133213128128,-0.007835610756918859,TMTC3,160418.0,cg12600417,0.643628394238848,6.104671884419401e-36,-0.0323089456728289,8.517537759556329e-21,0.544997829317991,3.14951761000079e-38
ENSG00000139597,N4BP2L1,TMDE,0.045380185916085225,0.006234338640228961,-0.4996851682662964,110.0,0.90187657,0.40219140000000003,-0.08078918106995603,-0.3259095081969676,-0.001972698402745832,N4BP2L1,90634.0,cg09716613,0.9999246498976361,7.054477212138568e-102,-0.4304855954931735,1.5961092423647897e-121,0.6910472204243101,1.0803576858700497e-63
ENSG00000140092,FBLN5,TMDE,0.2712455945485862,0.1551212825054215,-0.2594006061553955,178.0,-1.0791249,-1.3385254999999998,0.034131351060889485,-0.6455405453684581,0.0,FBLN5,10516.0,0,-2.17302854381071,2.15708450634001e-39,0.0,1.0,0.622722653197904,1.06704929147512e-10
ENSG00000140280,LYSMD2,TMDE,0.09698446146768487,0.02292923370162517,-0.5673210620880127,133.0,0.5175291,-0.049791984000000004,-0.22108842093737152,-0.2760940466151312,0.0,LYSMD2,256586.0,0,0.672839644036172,1.0700295133417999e-33,0.0,1.0,0.514746525100404,8.012347464876937e-42
ENSG00000140464,PML,TMDE,0.3798341641004537,0.2815384219530519,-0.2592065930366516,198.0,0.8554171999999999,0.5962105999999999,-0.16580017283950674,-0.09443511139908377,0.035279033676564216,PML,5371.0,cg21036936,0.9301558146010749,2.0761708974019898e-60,-0.1232047170930036,1.1264048720083801e-29,0.6459641208198521,1.1251954427236799e-58
ENSG00000141293,SKAP1,TMDE,0.164393813936502,0.07037946027952481,0.25838255882263184,157.0,-0.38620123,-0.12781869,-0.10438207818929968,0.5985947224167273,-0.0882713208498156,SKAP1,8631.0,cg04483289,-0.305837587698029,0.0085715674997191,0.0923677192514955,1.33099355324961e-08,0.7827659510967291,2.70778397245101e-33
ENSG00000141429,GALNT1,TMDE,0.4049358763624197,0.3273123856859175,-0.19375357031822205,204.0,0.67072415,0.47697058,-0.09975599757325936,-0.14169855911293472,-0.07691373212795073,GALNT1,2589.0,cg16741573,0.923500824175597,8.20367406453722e-65,-0.1728152370778944,9.99490233630507e-31,0.5430159505049891,4.59190607046419e-44
ENSG00000142541,RPL13A,TMDE,0.4814597043467748,0.4522337159039993,0.046309351921081536,219.0,0.5553224,0.60163176,-0.07943175857338712,0.12851720879986173,0.0,RPL13A,23521.0,0,0.821755176536455,7.70449469356602e-52,0.0,1.0,0.6874480103080389,8.979439140699398e-47
ENSG00000143578,CREB3L4,TMDE,0.32372808063054914,0.2192663038136627,-0.20506763458251956,189.0,0.17790934,-0.027158296000000002,-0.2232024089503769,-0.0360356788944004,0.1390266785124401,CREB3L4,148327.0,cg09895920,0.5840872365776,7.111150626374281e-20,0.1593720806746743,3.4235923846702e-23,0.8358329818947041,5.4571347969978304e-24
ENSG00000144713,RPL32,TMDE,0.462183824647996,0.4178850555124053,0.02492961287498474,215.0,0.17898765,0.20391726,-0.08714782167352497,0.1594519956607562,0.0009616954966743252,RPL32,6161.0,cg07562055,0.5012560946520079,3.2457709050582e-16,-0.1455795072040148,3.13320879252672e-40,0.597790608893682,9.52071535286923e-39
ENSG00000144959,NCEH1,TMDE,0.2624539442279444,0.14003133765516526,0.3171550035476685,175.0,-0.1622485,0.15490651,0.2870615871056218,0.10235707320394104,0.06899341650327186,NCEH1,57552.0,cg22209929,0.9932905410428969,1.97672329969904e-20,-0.1130284429827081,3.89235182648431e-21,0.9120292832314519,8.18815458330726e-37
ENSG00000145335,SNCA,TMDE,0.4356505980973895,0.3841519650954617,0.04513436555862427,211.0,-0.46833640000000004,-0.42320204,-0.09100404252400696,0.11815968477938607,-0.004217531007986317,SNCA,6622.0,cg01966878,0.21491375508170502,0.08536675315632,-0.1065275443035371,3.4999394921966e-11,0.7788505777298359,9.42768127405974e-19
ENSG00000146109,ABT1,TMDE,0.4814597043467748,0.4522337159039993,-0.016108214855194092,219.0,0.72438425,0.70827603,-0.07372476083980782,0.06882003929461256,0.029060089638981226,ABT1,29777.0,cg07399395,0.614364592856086,4.0911758012267594e-52,-0.1331313694875663,3.1461173763296094e-57,0.598487584333154,2.5948182213872194e-63
ENSG00000146281,PM20D2,TMDE,0.10877987065429326,0.029540859442859186,-0.435749888420105,138.0,-0.10807012,-0.54382,-0.1865118271604944,-0.28468551111249346,-0.018393972070091136,PM20D2,135293.0,cg13675055,0.0284265843790261,0.663532439044229,-0.1467659695344307,5.2998619161467396e-11,0.5691046170442309,6.89205501094267e-34
ENSG00000146540,C7orf50,TMDE,0.31697091975252145,0.20658807549365613,-0.2370269149541855,187.0,-0.19168617,-0.42871308,-0.16049108354305835,0.008218366315889764,-0.05917029952405356,C7orf50,84310.0,cg08081346,0.0968450998554795,0.0705117095864836,-0.4375381524992506,6.3623472017820784e-86,0.5011788399886621,2.70610376529554e-34
ENSG00000147536,GINS4,TMDE,0.3832256781342905,0.2889497125868772,0.1723824292421341,199.0,-0.07626481,0.096117616,-0.0773811587304779,0.30138255237730405,0.02212050386398965,GINS4,84296.0,cg17835356,0.906967055179963,3.00201014654549e-20,-0.0684257280628968,1.14913827542864e-11,0.633876684674697,1.1711346203651302e-23
ENSG00000147604,RPL7,TMDE,0.41647341656301534,0.35127470278797457,-0.06022477149963379,207.0,0.46339735,0.40317258,-0.10554879149519723,0.08240589939843124,0.0,RPL7,6129.0,0,0.616974128669625,3.51568678532386e-21,0.0,1.0,0.687567787366656,1.5762874665964e-46
ENSG00000147679,UTP23,TMDE,0.2913065349004474,0.17124729208205214,-0.16882658004760742,181.0,0.13061467,-0.038211912,-0.10711183401920392,-0.013267391280392171,-0.03244682800818702,UTP23,84294.0,cg13619670,0.38988419237711497,7.66897246405184e-26,-0.1092662633925271,3.318005695173709e-34,0.5010579767469749,8.013714986398411e-35
ENSG00000148175,STOM,TMDE,0.035570772033181444,0.003295694533425757,-0.7944345474243164,100.0,0.49952313,-0.29491144,-0.3148687160493831,-0.5353459625743793,0.09163699236237023,STOM,2040.0,cg03996151,0.6069509389450239,4.2477950721368e-41,-0.3531451736675428,3.6936162314509095e-88,0.647532772384039,2.89665377688409e-34
ENSG00000148229,POLE3,TMDE,0.13435853379316914,0.04335530962654978,0.4149269461631775,146.0,0.5388105,0.95373744,0.18104951851851905,0.1854431221903756,-0.030970478852791555,POLE3,54107.0,cg14648424,0.82778216796055,9.074017826675789e-74,-0.0930851712170875,3.0624583085087603e-25,0.7717981229773492,3.1621194308434904e-47
ENSG00000148300,REXO4,TMDE,0.17216150347979578,0.07645510857409461,-0.2300126403570175,159.0,0.32466263,0.094649985,0.02242162688614502,-0.15567091038441278,-0.006501627858079054,REXO4,57109.0,cg22110492,0.33562182719214195,2.86479504108752e-15,-0.0404468156063473,3.1838132348579606e-14,0.544960515402136,4.480231542185539e-53
ENSG00000148572,NRBF2,TMDE,0.018149742239622846,0.000643834500993831,0.8478494882583618,77.0,-0.16131033,0.6865392,0.2039859753086396,0.4706297610375332,-0.11824349467396453,NRBF2,29982.0,cg05393736,0.410670220264173,1.0503257856496704e-15,-0.08891354599342098,4.60593964669862e-19,0.525097842502699,2.9645284502559894e-35
ENSG00000148841,ITPRIP,TMDE,0.035633794021994174,0.0035195272026254227,-0.6333296298980713,101.0,0.4795675999999999,-0.15376203,-0.16587163485270973,-0.6343978870177415,-0.16789532865953252,ITPRIP,85450.0,cg24199006,0.9160267294904609,3.77493577628929e-23,-0.259711803033441,1.6521676031172998e-60,0.658950599870251,7.14483304226522e-48
ENSG00000149090,PAMR1,TMDE,0.08034044286803313,0.016684117528505283,-0.5428128242492676,127.0,0.17083342,-0.37197942,-0.13014561591220974,-0.9122960503956998,0.0803780385268957,PAMR1,25891.0,cg20027133,0.821480506103255,1.06328129679464e-09,0.1481779836871091,1.73886247827386e-44,0.6365641867433771,7.161763988047901e-18
ENSG00000149806,FAU,TMDE,0.1366377094696197,0.04540038908894712,-0.3685584664344788,147.0,0.21947268,-0.14908579,-0.3275653376925889,-0.06190594103892578,-0.039594484529548515,FAU,2197.0,cg26594445,0.53265924185836,1.8332877596778698e-25,-0.0438450557705872,1.5060194228863502e-23,0.59367064786706,2.3653583142599397e-28
ENSG00000151304,SRFBP1,TMDE,0.15102751859645394,0.059349472164101726,0.321688175201416,153.0,0.50288486,0.82457304,-0.006305768175581483,0.16959174450190562,-0.006657148077564304,SRFBP1,153443.0,cg01191064,0.566083169296687,3.913524772418499e-51,-0.0776029730860931,5.631383415002909e-50,0.6140234711734399,5.872665627351569e-60
ENSG00000151364,KCTD14,TMDE,0.19748837059262045,0.09338108258053618,-0.2620197832584381,164.0,-0.26612034,-0.5281401,-0.13871482984607494,-0.3335133553090707,0.07590351167339032,KCTD14,65987.0,cg01894038,0.37806579948511293,0.0018183738927339,0.1150223852020857,6.036918953883079e-27,0.6083712905638591,3.54633978134707e-19
ENSG00000151655,ITIH2,TMDE,0.4956472692261204,0.4956472692261204,0.004741907119750977,224.0,-0.7127174,-0.7079755,-0.030458152781213558,0.00014843863633190457,0.023690631023275985,ITIH2,3698.0,cg06224510,-0.376671209604203,0.0004328421866241,-0.2248981190155272,1.14548729780307e-43,0.523114852154089,8.590727241811369e-14
ENSG00000152749,GPR180,TMDE,0.13245481632079967,0.03766287109441268,0.4993866682052612,143.0,-0.03859602,0.46079063,0.01577092177281636,0.4343412024411838,0.08576244412648494,GPR180,160897.0,cg15907473,0.663224968748107,8.32561304678132e-26,0.1058555112354806,4.16080640964676e-17,0.5151595689445639,1.1886222474052499e-39
ENSG00000153048,CARHSP1,TMDE,0.164393813936502,0.07037946027952481,-0.3644142746925354,157.0,0.8319533000000001,0.46753900000000004,-0.20584689879267545,-0.14100790269373775,0.07784073094150418,CARHSP1,23589.0,cg02349264,0.9095954427889599,7.690782276707917e-70,0.1017160727508601,2.41617945371943e-19,0.588761584603773,2.9098288375353397e-50
ENSG00000153310,CYRIB,TMDE,0.32372808063054914,0.2192663038136627,0.2563570141792297,189.0,0.46118444,0.71754146,-0.09683670495800634,0.2742240720180417,0.0018033780133066837,CYRIB,51571.0,cg21450008,0.638046072963066,2.98956161204438e-27,-0.1904995429402028,1.3800198358895494e-184,0.6442523798799971,6.389500735922139e-59
ENSG00000153820,SPHKAP,TMDE,0.3581013610332293,0.2528447309531747,0.04493498802185058,194.0,-0.9002627000000001,-0.8553277,-0.04112599862825661,0.06677646633026292,0.21837535605436206,SPHKAP,80309.0,cg00423153,-1.9821449420711899,4.6793409529101094e-11,0.2033684324771414,4.31366726037936e-22,0.5303403571856661,5.9529962249164196e-36
ENSG00000154217,PITPNC1,TMDE,0.2063677057454762,0.1008762267701529,-0.7546788454055786,166.0,0.46311396,-0.29156488,-0.10680829629629653,-0.6317960628117516,0.042383227110275534,PITPNC1,26207.0,cg20821885,0.631178357918464,2.04562157493842e-17,-0.1748211297695241,1.3179941082668704e-35,0.508951682847902,2.3351241709897698e-38
ENSG00000155438,NIFK,TMDE,0.13435853379316914,0.04335530962654978,0.4029141664505005,146.0,0.7736827,1.1765968999999998,0.10885632647462253,0.1425362485170678,-0.02347610304558784,NIFK,84365.0,cg23895055,0.939840956890508,6.09743958914088e-81,0.0610224176211254,1.54634998413604e-12,0.630472291741581,1.2816086079945698e-58
ENSG00000156136,DCK,TMDE,0.13435853379316914,0.041385263067334685,-0.4434558153152466,145.0,1.0248609,0.58140504,-0.239866796325228,-0.14148627243282766,0.014054739505637712,DCK,1633.0,cg01245787,0.8989925225293979,1.2648163152548398e-78,-0.0393652853803347,5.56595131911494e-13,0.7601803399288879,5.528387418715259e-53
ENSG00000156273,BACH1,TMDE,0.04877715981580536,0.00794771613612164,0.5707796812057495,114.0,0.23215571,0.8029354000000001,0.038215165987527056,0.4437360801829852,-0.11263435957344548,BACH1,571.0,cg22076474,0.665298922688662,1.15864084319023e-32,-0.1735241701149111,1.8209086362850398e-34,0.544191783190367,4.678172021662889e-59
